gene_symbol,organism_abbreviation,primary_FBgn,secondary_FBgn,annotation_ID,secondary_annotation_IDs
Clbn,Dmel,FBgn0259152,"FBgn0069903,FBgn0039281",CG11847,
snRNP-U1-70K,Dmel,FBgn0016978,"FBgn0003458,FBgn0010508",CG8749,
bi,Dmel,FBgn0000179,"FBgn0002996,FBgn0003183,FBgn0004104",CG3578,
kibra,Dmel,FBgn0262127,"FBgn0053967,FBgn0038254,FBgn0038255,FBgn0010779,FBgn0011381,FBgn0011475",CG33967,"CG7552,CG12600"
RIOK1,Dmel,FBgn0036187,,CG11660,
CG13384,Dmel,FBgn0032036,,CG13384,
Cyp6a13,Dmel,FBgn0033304,,CG2397,
Alg-2,Dmel,FBgn0086378,"FBgn0039995,FBgn0065036,FBgn0058410",CG40410,CG17661
RIOK2,Dmel,FBgn0039306,,CG11859,
Cyp311a1,Dmel,FBgn0030367,,CG1488,
CR45496,Dmel,FBgn0267052,,CR45496,
TkR86C,Dmel,FBgn0004841,FBgn0015775,CG6515,
CG31871,Dmel,FBgn0051871,"FBgn0032277,FBgn0032278",CG31871,"CG17099,CG17087"
TkR99D,Dmel,FBgn0004622,"FBgn0011021,FBgn0044356,FBgn0044366",CG7887,
CG4021,Dmel,FBgn0034659,,CG4021,
SIFaR,Dmel,FBgn0038880,"FBgn0046533,FBgn0046534",CG10823,
NPFR,Dmel,FBgn0037408,"FBgn0044358,FBgn0044359",CG1147,
CCHa2-R,Dmel,FBgn0033058,"FBgn0033057,FBgn0044360",CG14593,CG14594
CR33221,Dmel,FBgn0053221,FBgn0039556,CR33221,"CG33221,CG12260"
px,Dmel,FBgn0003175,"FBgn0022042,FBgn0022054",CG4444,
CG9368,Dmel,FBgn0036890,FBgn0062934,CG9368,
CapaR,Dmel,FBgn0037100,,CG14575,
AstC-R1,Dmel,FBgn0036790,"FBgn0044362,FBgn0046506,FBgn0046508",CG7285,
TwdlY,Dmel,FBgn0052570,,CG32570,
Cyp312a1,Dmel,FBgn0036778,,CG5137,
CG34204,Dmel,FBgn0085233,,CG34204,
CG30480,Dmel,FBgn0050480,FBgn0033956,CG30480,CG18373
CG4598,Dmel,FBgn0032160,,CG4598,
AstA-R2,Dmel,FBgn0039595,"FBgn0044357,FBgn0046611,FBgn0046612",CG10001,
CG4386,Dmel,FBgn0034661,,CG4386,
Trpm,Dmel,FBgn0265194,"FBgn0083959,FBgn0034006,FBgn0050078,FBgn0050079,FBgn0064975,FBgn0265175,FBgn0085216",CG44240,"CG30079,CG34123,CG30078,CG34187,CG16805"
CngB,Dmel,FBgn0266346,"FBgn0034656,FBgn0024813",CG17922,
conu,Dmel,FBgn0039994,"FBgn0047230,FBgn0058286",CG17082,CG40286
AstC-R2,Dmel,FBgn0036789,"FBgn0046583,FBgn0046584",CG13702,
TwdlZ,Dmel,FBgn0052569,,CG32569,
nAChRalpha5,Dmel,FBgn0028875,"FBgn0028874,FBgn0066016",CG32975,"CG4498,CG16878"
nAChRbeta1,Dmel,FBgn0000038,,CG11348,CG12606
CG6180,Dmel,FBgn0032453,,CG6180,
Crk,Dmel,FBgn0024811,,CG1587,
CG18735,Dmel,FBgn0042098,,CG18735,
CG17005,Dmel,FBgn0032109,,CG17005,
CG8369,Dmel,FBgn0040532,"FBgn0027745,FBgn0063255",CG8369,
CG32568,Dmel,FBgn0052568,FBgn0030785,CG32568,CG4724
roh,Dmel,FBgn0250838,"FBgn0050415,FBgn0034857,FBgn0066919",CG30415,CG3487
CG15572,Dmel,FBgn0029702,,CG15572,
CG43673,Dmel,FBgn0263748,"FBgn0053173,FBgn0030689",CG43673,"CG33173,CG8473"
wde,Dmel,FBgn0027499,,CG12340,
CG4577,Dmel,FBgn0031306,,CG4577,
step,Dmel,FBgn0086779,"FBgn0032960,FBgn0040518,FBgn0022057,FBgn0065842",CG11628,CG11633
CG8950,Dmel,FBgn0034186,,CG8950,
CG12511,Dmel,FBgn0031729,,CG12511,
PK1-R,Dmel,FBgn0038201,"FBgn0046613,FBgn0046614",CG9918,
PK2-R1,Dmel,FBgn0038140,"FBgn0046556,FBgn0046557",CG8784,
CG15198,Dmel,FBgn0030283,,CG15198,
Frq2,Dmel,FBgn0083228,FBgn0004120,CG5907,
laza,Dmel,FBgn0037163,,CG11440,
Or47a,Dmel,FBgn0026386,,CG13225,
CG7329,Dmel,FBgn0032271,,CG7329,
CG41242,Dmel,FBgn0085569,,CG41242,
CG1632,Dmel,FBgn0030027,,CG1632,
CG6145,Dmel,FBgn0033853,,CG6145,
CG17387,Dmel,FBgn0037276,,CG17387,
CG4686,Dmel,FBgn0038739,FBgn0062514,CG4686,
CG12507,Dmel,FBgn0030729,,CG12507,
CG11590,Dmel,FBgn0030545,FBgn0063185,CG11590,
CG45067,Dmel,FBgn0266437,FBgn0035399,CG45067,CG14955
CG31231,Dmel,FBgn0051231,"FBgn0044533,FBgn0047317,FBgn0065003",CG31231,
CG17139,Dmel,FBgn0260454,"FBgn0032306,FBgn0051722,FBgn0032307",CG17139,CG31722
CG5555,Dmel,FBgn0038686,,CG5555,
CG9826,Dmel,FBgn0034784,,CG9826,
HP1e,Dmel,FBgn0037675,,CG8120,
AttD,Dmel,FBgn0038530,,CG7629,
tal-AA,Dmel,FBgn0259733,,CG42387,
CG12134,Dmel,FBgn0033471,,CG12134,
Ocrl,Dmel,FBgn0023508,,CG3573,
Pdk1,Dmel,FBgn0020386,FBgn0035098,CG1210,CG1201
Sfp65A,Dmel,FBgn0259969,,CG42479,
CG10332,Dmel,FBgn0260455,"FBgn0045894,FBgn0045895,FBgn0045896,FBgn0063722,FBgn0069058,FBgn0034881",CG10332,
CG31230,Dmel,FBgn0051230,,CG31230,
CG11700,Dmel,FBgn0029856,FBgn0052744,CG11700,
Girdin,Dmel,FBgn0283724,"FBgn0035411,FBgn0043881",CG12734,
Mipp2,Dmel,FBgn0026060,"FBgn0026701,FBgn0029065",CG4317,
tank,Dmel,FBgn0031635,,CG15626,
CG5916,Dmel,FBgn0038401,,CG5916,
Gbp1,Dmel,FBgn0034199,,CG15917,
CG8963,Dmel,FBgn0034181,,CG8963,
CG42568,Dmel,FBgn0260770,"FBgn0034983,FBgn0020129",CG42568,"CG13571,CG12240"
Acer,Dmel,FBgn0016122,FBgn0022076,CG10593,
CG6005,Dmel,FBgn0038672,,CG6005,
retm,Dmel,FBgn0031814,,CG9528,
Msr-110,Dmel,FBgn0015766,,CG10596,
CG42259,Dmel,FBgn0266569,"FBgn0259144,FBgn0014902",CG42259,
BigH1,Dmel,FBgn0038252,,CG3509,
CG43088,Dmel,FBgn0262534,,CG43088,
CG9577,Dmel,FBgn0031092,,CG9577,
Pmi,Dmel,FBgn0044419,"FBgn0035635,FBgn0052912,FBgn0053718",CG33718,"CG32912,CG5523"
CR45495,Dmel,FBgn0267051,,CR45495,
CG43206,Dmel,FBgn0262842,,CG43206,
pds5,Dmel,FBgn0260012,"FBgn0033676,FBgn0062185,FBgn0086756,FBgn0021887",CG17509,
CG9672,Dmel,FBgn0030777,FBgn0047310,CG9672,
Dhc36C,Dmel,FBgn0013810,,CG5526,
CG13794,Dmel,FBgn0031936,,CG13794,
CG43229,Dmel,FBgn0262874,,CG43229,
CG10195,Dmel,FBgn0032787,,CG10195,
CG44296,Dmel,FBgn0265342,,CG44296,
CG7094,Dmel,FBgn0032650,,CG7094,
grnd,Dmel,FBgn0032682,,CG10176,
Fer2,Dmel,FBgn0038402,,CG5952,
eag,Dmel,FBgn0000535,,CG10952,
Gbp2,Dmel,FBgn0034200,,CG11395,
CG9372,Dmel,FBgn0036891,,CG9372,
Dhit,Dmel,FBgn0028743,,CG5036,
CG17834,Dmel,FBgn0028394,FBgn0063101,CG17834,
jub,Dmel,FBgn0030530,,CG11063,
CG5432,Dmel,FBgn0039425,,CG5432,
CG32450,Dmel,FBgn0052450,"FBgn0044650,FBgn0045809,FBgn0063221",CG32450,
CR45227,Dmel,FBgn0266762,,CR45227,
CG5895,Dmel,FBgn0036560,,CG5895,
CG42534,Dmel,FBgn0260487,"FBgn0039514,FBgn0039512,FBgn0039513",CG42534,"CG6599,CG14264,CG13980"
Shawl,Dmel,FBgn0085395,"FBgn0032112,FBgn0032113",CG34366,"CG4450,CG13111"
Nup214,Dmel,FBgn0010660,FBgn0034798,CG3820,
Npc2h,Dmel,FBgn0039801,"FBgn0047050,FBgn0061369,FBgn0062497",CG11315,
Reg-2,Dmel,FBgn0016715,,CG3200,
nej,Dmel,FBgn0261617,"FBgn0015624,FBgn0030149,FBgn0066809,FBgn0028319,FBgn0027307,FBgn0040152,FBgn0030150",CG15319,CG15321
CG11596,Dmel,FBgn0023522,,CG11596,
CG43272,Dmel,FBgn0262961,,CG43272,
CG10338,Dmel,FBgn0032700,,CG10338,
CG13531,Dmel,FBgn0034786,,CG13531,
CG6325,Dmel,FBgn0037814,,CG6325,
Iris,Dmel,FBgn0031305,,CG4715,
magu,Dmel,FBgn0262169,"FBgn0033478,FBgn0259114",CG2264,
Magi,Dmel,FBgn0034590,"FBgn0034591,FBgn0050388",CG30388,"CG4117,CG15656"
shd,Dmel,FBgn0003388,FBgn0036432,CG13478,
soti,Dmel,FBgn0038225,,CG8489,
CG12200,Dmel,FBgn0031018,,CG12200,
CG32533,Dmel,FBgn0052533,"FBgn0031017,FBgn0031019",CG32533,"CG12211,CG14198"
CG7236,Dmel,FBgn0031730,FBgn0043013,CG7236,
CG34162,Dmel,FBgn0085191,,CG34162,
p115,Dmel,FBgn0040087,"FBgn0026701,FBgn0029972,FBgn0040179",CG1422,
CG14100,Dmel,FBgn0036889,,CG14100,
Osi1,Dmel,FBgn0037406,,CG15585,
RhoGAP71E,Dmel,FBgn0036518,"FBgn0011793,FBgn0036517,FBgn0047223",CG32149,"CG16980,CG7396"
hemo,Dmel,FBgn0262823,,CG43194,
CG6845,Dmel,FBgn0035099,FBgn0046266,CG6845,
Gbp3,Dmel,FBgn0039031,FBgn0062956,CG17244,
Strn-Mlck,Dmel,FBgn0265045,"FBgn0013988,FBgn0015845,FBgn0034055,FBgn0043813,FBgn0062898,FBgn0034056",CG44162,"CG18255,CG15699,CG8304"
CG11409,Dmel,FBgn0024366,,CG11409,
Lint-1,Dmel,FBgn0030274,,CG1908,
Ptp10D,Dmel,FBgn0004370,FBgn0019946,CG1817,
Shal,Dmel,FBgn0005564,"FBgn0003385,FBgn0003394",CG9262,
Neto,Dmel,FBgn0265416,"FBgn0052635,FBgn0030488,FBgn0030489,FBgn0030490,FBgn0030491",CG44328,"CG32635,CG15753,CG15752,CG15751,CG12727"
Prosalpha6,Dmel,FBgn0250843,"FBgn0003151,FBgn0066882",CG4904,
Rbp,Dmel,FBgn0262483,"FBgn0051302,FBgn0038335,FBgn0038336,FBgn0038333",CG43073,"CG14867,CG31302,CG5143,CG5152"
hd,Dmel,FBgn0086695,"FBgn0037316,FBgn0001008,FBgn0025926,FBgn0013578",CG2669,
CG3097,Dmel,FBgn0029804,,CG3097,
snoRNA:Psi28S-1837a,Dmel,FBgn0086660,"FBgn0065079,FBgn0082996,FBgn0053652",CR33652,
CG13707,Dmel,FBgn0035578,,CG13707,
edin,Dmel,FBgn0052185,,CG32185,
Rab35,Dmel,FBgn0031090,,CG9575,
CG13982,Dmel,FBgn0031811,,CG13982,
CG44403,Dmel,FBgn0265576,,CG44403,
CG13833,Dmel,FBgn0039040,,CG13833,
CG4660,Dmel,FBgn0029839,FBgn0062925,CG4660,
Prosalpha5,Dmel,FBgn0016697,,CG10938,
CG31559,Dmel,FBgn0051559,"FBgn0037403,FBgn0037404",CG31559,"CG15584,CG11461"
CG42855,Dmel,FBgn0262102,,CG42855,
snoRNA:Psi18S-176,Dmel,FBgn0086659,"FBgn0065068,FBgn0083043,FBgn0053913",CR33913,
CG12116,Dmel,FBgn0030041,,CG12116,
Jafrac2,Dmel,FBgn0040308,FBgn0035389,CG1274,
CG5050,Dmel,FBgn0032637,,CG5050,
Dlic,Dmel,FBgn0030276,"FBgn0027319,FBgn0028346",CG1938,
pyx,Dmel,FBgn0035113,,CG17142,
CheA56a,Dmel,FBgn0262595,"FBgn0067315,FBgn0053724",CG33724,
snoRNA:Psi28S-2149,Dmel,FBgn0086664,"FBgn0082992,FBgn0065078,FBgn0053776",CR33776,
snoRNA:Psi18S-1377a,Dmel,FBgn0086665,"FBgn0083051,FBgn0065067,FBgn0053750",CR33750,
yellow-d2,Dmel,FBgn0034856,,CG9891,
CG5446,Dmel,FBgn0032429,FBgn0063026,CG5446,
snoRNA:Psi18S-841a,Dmel,FBgn0086669,"FBgn0065060,FBgn0083019,FBgn0053765",CR33765,
CG9864,Dmel,FBgn0034490,,CG9864,
Fer2LCH,Dmel,FBgn0015221,"FBgn0010705,FBgn0011018,FBgn0011321,FBgn0011490,FBgn0011491,FBgn0026287,FBgn0039763",CG1469,
Lip2,Dmel,FBgn0024740,FBgn0032288,CG17116,
fd102C,Dmel,FBgn0039937,,CG11152,
ZnT77C,Dmel,FBgn0037000,FBgn0062008,CG5130,
Zip42C.2,Dmel,FBgn0033097,,CG9430,
snoRNA:Psi28S-3436a,Dmel,FBgn0086668,"FBgn0065056,FBgn0082956,FBgn0053751",CR33751,
CG45071,Dmel,FBgn0266441,"FBgn0262707,FBgn0036478,FBgn0046343,FBgn0046344,FBgn0262154",CG45071,CG6854
snoRNA:Psi28S-2622,Dmel,FBgn0086670,"FBgn0065069,FBgn0082984,FBgn0053656",CR33656,
snoRNA:Psi28S-2876,Dmel,FBgn0086671,"FBgn0082982,FBgn0065049,FBgn0053646",CR33646,
CG15554,Dmel,FBgn0039820,FBgn0047169,CG15554,
CG42340,Dmel,FBgn0259242,"FBgn0029872,FBgn0029871",CG42340,"CG3367,CG12543"
adp,Dmel,FBgn0000057,"FBgn0034305,FBgn0061182",CG5124,
Sox102F,Dmel,FBgn0039938,FBgn0043567,CG11153,
stops,Dmel,FBgn0086704,"FBgn0051006,FBgn0039824,FBgn0039823,FBgn0039822,FBgn0026167",CG31006,"CG15559,CG15558,CG15557"
Zip99C,Dmel,FBgn0039714,,CG7816,
Zip48C,Dmel,FBgn0033665,,CG13189,
CG7025,Dmel,FBgn0031930,,CG7025,
O-fut1,Dmel,FBgn0033901,FBgn0065211,CG12366,
CG7379,Dmel,FBgn0038546,,CG7379,
CG5276,Dmel,FBgn0037900,,CG5276,
CG5027,Dmel,FBgn0036579,,CG5027,
smog,Dmel,FBgn0051660,"FBgn0031641,FBgn0031642,FBgn0046563,FBgn0046564",CG31660,"CG11923,CG11925"
CG31957,Dmel,FBgn0051957,,CG31957,
l(2)k01209,Dmel,FBgn0022029,"FBgn0022251,FBgn0034213",CG4798,
CG18259,Dmel,FBgn0030956,,CG18259,
CG12483,Dmel,FBgn0040688,FBgn0062944,CG12483,
CG30493,Dmel,FBgn0050493,,CG30493,CG1952
Cpr47Eb,Dmel,FBgn0033598,,CG13224,
GATAe,Dmel,FBgn0038391,,CG10278,
CG18262,Dmel,FBgn0030012,,CG18262,
CG1888,Dmel,FBgn0033421,,CG1888,
CG30411,Dmel,FBgn0050411,FBgn0047180,CG30411,
CG30100,Dmel,FBgn0050100,,CG30100,
Rgk2,Dmel,FBgn0085419,"FBgn0034357,FBgn0050119",CG34390,"CG30119,CG15069"
Obp56i,Dmel,FBgn0043532,"FBgn0050448,FBgn0063480",CG30448,
futsch,Dmel,FBgn0259108,"FBgn0015390,FBgn0029577,FBgn0085416,FBgn0029578,FBgn0025392,FBgn0243483",CG34387,"CG14772,CG3064"
CG30022,Dmel,FBgn0050022,"FBgn0033632,FBgn0064874",CG30022,CG9026
RabX6,Dmel,FBgn0035155,,CG12015,
CG13373,Dmel,FBgn0029522,,CG13373,
Pp2A-29B,Dmel,FBgn0260439,"FBgn0032028,FBgn0053297,FBgn0005776",CG17291,"CG33297,CG13383"
mGluR,Dmel,FBgn0019985,,CG11144,
Cul1,Dmel,FBgn0015509,"FBgn0020308,FBgn0022252",CG1877,
Cks30A,Dmel,FBgn0010314,FBgn0003235,CG3738,
CG13894,Dmel,FBgn0035157,,CG13894,
CG11162,Dmel,FBgn0030509,,CG11162,
Ykt6,Dmel,FBgn0260858,"FBgn0044802,FBgn0026664,FBgn0029978",CG1515,
Eip63F-1,Dmel,FBgn0004910,FBgn0035474,CG15855,
Rab21,Dmel,FBgn0039966,"FBgn0027718,FBgn0058304",CG17515,CG40304
spag,Dmel,FBgn0015544,"FBgn0021904,FBgn0034984",CG13570,
Prosalpha3T,Dmel,FBgn0261395,"FBgn0039819,FBgn0041192",CG1736,
CG32549,Dmel,FBgn0052549,"FBgn0030916,FBgn0030917,FBgn0040879",CG32549,"CG6278,CG6267,CG6247"
Cul2,Dmel,FBgn0032956,FBgn0010507,CG1512,
Su(Ste):CR42417,Dmel,FBgn0259848,,CR42417,
Su(Ste):CR42418,Dmel,FBgn0259849,,CR42418,
CG12684,Dmel,FBgn0029717,,CG12684,
CG10700,Dmel,FBgn0032754,,CG10700,
CG12682,Dmel,FBgn0029729,,CG12682,
CG42372,Dmel,FBgn0259718,,CG42372,
dgo,Dmel,FBgn0086898,"FBgn0062366,FBgn0062672,FBgn0033552",CG12342,
CG11406,Dmel,FBgn0034990,,CG11406,
Cul3,Dmel,FBgn0261268,"FBgn0001980,FBgn0027882,FBgn0051829",CG42616,"CG11861,CG31829"
CG12643,Dmel,FBgn0040942,,CG12643,
CR18275,Dmel,FBgn0029523,,CR18275,CG18275
CG5065,Dmel,FBgn0034145,,CG5065,
CG30340,Dmel,FBgn0050340,FBgn0045763,CG30340,
CG7741,Dmel,FBgn0033615,,CG7741,
fd59A,Dmel,FBgn0004896,,CG3668,
Crag,Dmel,FBgn0025864,,CG12737,
Hsp60C,Dmel,FBgn0031728,,CG7235,
kri,Dmel,FBgn0035639,FBgn0025533,CG5537,
CG45101,Dmel,FBgn0266540,,CG45101,
CG7907,Dmel,FBgn0038887,,CG7907,
MED23,Dmel,FBgn0034795,,CG3695,
CG6138,Dmel,FBgn0032268,FBgn0063711,CG6138,
CG10553,Dmel,FBgn0039324,,CG10553,
CG3500,Dmel,FBgn0034849,FBgn0061468,CG3500,
Cul5,Dmel,FBgn0039632,,CG1401,
igl,Dmel,FBgn0013467,,CG18285,
vn,Dmel,FBgn0003984,"FBgn0001609,FBgn0002436,FBgn0010946,FBgn0011493",CG10491,
Su(Ste):CR42409,Dmel,FBgn0259840,,CR42409,
Sgf29,Dmel,FBgn0050390,FBgn0034613,CG30390,CG10509
nahoda,Dmel,FBgn0034797,,CG12781,
CG43191,Dmel,FBgn0262820,,CG43191,
CG43192,Dmel,FBgn0262821,,CG43192,
Eaat1,Dmel,FBgn0026439,FBgn0025880,CG3747,
CG14223,Dmel,FBgn0031053,,CG14223,
emc,Dmel,FBgn0000575,"FBgn0010839,FBgn0010869,FBgn0011251,FBgn0011371,FBgn0013464",CG1007,
RpL23,Dmel,FBgn0010078,,CG3661,
CG31038,Dmel,FBgn0051038,"FBgn0039716,FBgn0039717",CG31038,"CG7854,CG15512"
Pask,Dmel,FBgn0034950,,CG3105,
Cdk8,Dmel,FBgn0015618,,CG10572,
CG4438,Dmel,FBgn0032115,,CG4438,
CG9288,Dmel,FBgn0260464,FBgn0038182,CG9288,
TAF1B,Dmel,FBgn0037792,,CG6241,
TAF1C-like,Dmel,FBgn0034631,,CG10496,
CG3520,Dmel,FBgn0034859,,CG3520,
dnc,Dmel,FBgn0000479,"FBgn0024972,FBgn0029653,FBgn0029654,FBgn0029655,FBgn0052498",CG32498,"CG10797,CG10791,CG14267,CG14268,CG10792"
CG13403,Dmel,FBgn0030544,,CG13403,
Rpn6,Dmel,FBgn0028689,"FBgn0022278,FBgn0027867",CG10149,CG5289
CG6282,Dmel,FBgn0035914,,CG6282,
CG17272,Dmel,FBgn0038830,FBgn0043804,CG17272,
CG15740,Dmel,FBgn0030340,,CG15740,
CG34160,Dmel,FBgn0250826,"FBgn0085189,FBgn0045102",CG34160,
CG34161,Dmel,FBgn0085190,,CG34161,
CG30496,Dmel,FBgn0050496,"FBgn0062163,FBgn0064856",CG30496,CG1952
CG30456,Dmel,FBgn0050456,"FBgn0034192,FBgn0034193",CG30456,"CG15612,CG15613"
kappaB-Ras,Dmel,FBgn0040513,"FBgn0033172,FBgn0064816",CG1669,
CG10347,Dmel,FBgn0030342,,CG10347,
CG17271,Dmel,FBgn0038829,,CG17271,
rha,Dmel,FBgn0027376,FBgn0044579,CG11908,
grsm,Dmel,FBgn0040493,"FBgn0038096,FBgn0069190",CG7340,
CG31926,Dmel,FBgn0051926,FBgn0031342,CG31926,CG10872
CG32544,Dmel,FBgn0052544,,CG32544,
Ntf-2r,Dmel,FBgn0032680,,CG10174,
Spn,Dmel,FBgn0010905,"FBgn0045360,FBgn0045813,FBgn0052295,FBgn0024370,FBgn0035350,FBgn0063195",CG16757,
Fer1HCH,Dmel,FBgn0015222,"FBgn0010717,FBgn0011426,FBgn0039762,FBgn0043793",CG2216,
CG43638,Dmel,FBgn0263647,,CG43638,
Cda9,Dmel,FBgn0034197,,CG15918,
Su(Ste):CR42408,Dmel,FBgn0259839,,CR42408,
CG30392,Dmel,FBgn0050392,"FBgn0034613,FBgn0045869",CG30392,CG10509
CG7326,Dmel,FBgn0030970,,CG7326,
CG7432,Dmel,FBgn0038727,,CG7432,
CG14130,Dmel,FBgn0036210,,CG14130,
CG8420,Dmel,FBgn0037664,FBgn0044694,CG8420,
Gr77a,Dmel,FBgn0045474,"FBgn0041230,FBgn0052433",CG32433,
Nelf-A,Dmel,FBgn0038872,FBgn0064781,CG5874,
sip2,Dmel,FBgn0031878,,CG9188,
CG10357,Dmel,FBgn0035453,,CG10357,
sm,Dmel,FBgn0003435,"FBgn0010597,FBgn0063694",CG9218,
CG43277,Dmel,FBgn0262966,,CG43277,
Spn53F,Dmel,FBgn0034195,,CG10956,
Pde8,Dmel,FBgn0266377,"FBgn0034886,FBgn0250870",CG45019,"CG5411,CG42241"
CG17211,Dmel,FBgn0032414,,CG17211,
CG7627,Dmel,FBgn0032026,,CG7627,
CG10081,Dmel,FBgn0034441,,CG10081,
CG45066,Dmel,FBgn0266436,FBgn0035399,CG45066,CG14955
CR43696,Dmel,FBgn0263834,,CR43696,
CG41099,Dmel,FBgn0039955,"FBgn0039957,FBgn0042091",CG41099,"CG17419,CG17416"
CR40441,Dmel,FBgn0058441,,CR40441,CG40441
ifc,Dmel,FBgn0001941,,CG9078,
Pph13,Dmel,FBgn0023489,FBgn0008638,CG2819,
CG1941,Dmel,FBgn0033214,,CG1941,
CG31792,Dmel,FBgn0051792,FBgn0032736,CG31792,CG17338
CG11349,Dmel,FBgn0035550,,CG11349,
Glut4EF,Dmel,FBgn0267336,"FBgn0263097,FBgn0010943,FBgn0046785,FBgn0047268,FBgn0053975,FBgn0037767,FBgn0064791,FBgn0040537,FBgn0037768,FBgn0052469,FBgn0062980,FBgn0037771,FBgn0085389,FBgn0250818,FBgn0262953,FBgn0264088",CG34360,"CG12802,CG33975,CG11676,CG32469,CG43757,CG12804,CG12805"
l(2)tid,Dmel,FBgn0002174,FBgn0034896,CG5504,
CG12929,Dmel,FBgn0033429,,CG12929,
CG1636,Dmel,FBgn0030030,,CG1636,
CG13564,Dmel,FBgn0034973,,CG13564,
CG13398,Dmel,FBgn0032042,,CG13398,
tmod,Dmel,FBgn0082582,"FBgn0011716,FBgn0010731,FBgn0039785,FBgn0039786",CG1539,"CG15540,CG11493"
Gpat4,Dmel,FBgn0034971,,CG3209,
CG43068,Dmel,FBgn0262478,,CG43068,
CG14377,Dmel,FBgn0038148,,CG14377,
Sfp26Ac,Dmel,FBgn0259959,,CG42469,
CG16984,Dmel,FBgn0062517,FBgn0035354,CG16984,
CG5022,Dmel,FBgn0032225,,CG5022,
tacc,Dmel,FBgn0026620,,CG9765,
CG33506,Dmel,FBgn0053506,FBgn0033974,CG33506,CG10220
CG1657,Dmel,FBgn0030286,,CG1657,
CG30355,Dmel,FBgn0050355,"FBgn0046008,FBgn0046010,FBgn0046073,FBgn0046086,FBgn0046093,FBgn0047333",CG30355,
CG34401,Dmel,FBgn0085430,"FBgn0040884,FBgn0030972,FBgn0030971,FBgn0040883,FBgn0052542",CG34401,"CG32542,CG17757,CG7307,CG7317,CG15037"
CG1213,Dmel,FBgn0037387,,CG1213,
nyo,Dmel,FBgn0039852,FBgn0025950,CG1499,
CG5171,Dmel,FBgn0031907,,CG5171,
Spn28Da,Dmel,FBgn0051902,FBgn0031964,CG31902,CG12318
Spn75F,Dmel,FBgn0052203,,CG32203,
CG34150,Dmel,FBgn0083986,,CG34150,
CG17738,Dmel,FBgn0038009,,CG17738,
prel,Dmel,FBgn0033413,FBgn0047196,CG8806,
CG3655,Dmel,FBgn0040397,FBgn0029557,CG3655,
GstS1,Dmel,FBgn0010226,"FBgn0010568,FBgn0022031",CG8938,
CG6793,Dmel,FBgn0036242,,CG6793,
AGO3,Dmel,FBgn0250816,"FBgn0086780,FBgn0066316,FBgn0058300,FBgn0069062",CG40300,
CG18744,Dmel,FBgn0042101,,CG18744,
CG16985,Dmel,FBgn0035355,FBgn0047125,CG16985,
CG9286,Dmel,FBgn0038183,,CG9286,
CG30495,Dmel,FBgn0050495,FBgn0033201,CG30495,CG17986
fax,Dmel,FBgn0014163,"FBgn0025997,FBgn0046364,FBgn0046365,FBgn0046366,FBgn0046367,FBgn0046368,FBgn0046369,FBgn0046370",CG4609,
CG43783,Dmel,FBgn0264305,"FBgn0262573,FBgn0035937",CG43783,"CG5741,CG43113"
Pnn,Dmel,FBgn0037737,,CG8383,
CG16986,Dmel,FBgn0035356,,CG16986,
CG7544,Dmel,FBgn0033994,,CG7544,
CG11151,Dmel,FBgn0030519,,CG11151,
CG10993,Dmel,FBgn0030524,FBgn0063227,CG10993,
CG11073,Dmel,FBgn0034693,,CG11073,
CG11458,Dmel,FBgn0040637,,CG11458,
Su(Ste):CR42410,Dmel,FBgn0259841,,CR42410,
CG10171,Dmel,FBgn0036353,,CG10171,
CG10589,Dmel,FBgn0037035,FBgn0044742,CG10589,
CG32500,Dmel,FBgn0285970,"FBgn0052500,FBgn0042218,FBgn0063180,FBgn0029115",CG32500,CG18856
Vha100-3,Dmel,FBgn0028669,"FBgn0050329,FBgn0065027",CG30329,
CG6885,Dmel,FBgn0036810,FBgn0061709,CG6885,
kis,Dmel,FBgn0266557,"FBgn0062647,FBgn0086902,FBgn0010642,FBgn0010689,FBgn0010697,FBgn0010698,FBgn0021918,FBgn0026596,FBgn0031234,FBgn0031236,FBgn0046436,FBgn0063789,FBgn0021813,FBgn0001309",CG3696,"CG3660,CG18326"
CG12659,Dmel,FBgn0040929,,CG12659,
Hexo2,Dmel,FBgn0041629,FBgn0030059,CG1787,
Fum2,Dmel,FBgn0029890,,CG4095,
CG13397,Dmel,FBgn0014417,FBgn0032041,CG13397,
CG12158,Dmel,FBgn0040775,"FBgn0045890,FBgn0047009",CG12158,
Myd88,Dmel,FBgn0033402,,CG2078,
CG43098,Dmel,FBgn0262544,,CG43098,
CG7646,Dmel,FBgn0036926,"FBgn0025545,FBgn0062911",CG7646,
Diedel2,Dmel,FBgn0262873,,CG43228,
Diedel,Dmel,FBgn0039666,FBgn0047017,CG11501,
Prx2540-2,Dmel,FBgn0033518,,CG11765,
Tim17b,Dmel,FBgn0263977,"FBgn0063894,FBgn0067318",CG40451,
CG5808,Dmel,FBgn0027617,,CG5808,
CG1789,Dmel,FBgn0030063,,CG1789,
ben,Dmel,FBgn0000173,FBgn0066817,CG18319,
PGRP-LD,Dmel,FBgn0260458,"FBgn0052912,FBgn0053717,FBgn0035635",CG33717,"CG32912,CG5523"
