sn,pl3c
1359,FBgn0023528
1360,FBgn0032703
1361,FBgn0267238
1362,FBgn0262319
1363,FBgn0032706
1364,FBgn0032707
1365,FBgn0262314
1366,FBgn0262315
1367,FBgn0262316
1368,FBgn0262317
1369,FBgn0023526
1370,FBgn0023527
1371,FBgn0023524
1372,FBgn0267233
1373,FBgn0086053
1374,FBgn0086052
1375,FBgn0086051
1376,FBgn0086057
1377,FBgn0086056
1378,FBgn0086055
1379,FBgn0086054
1380,FBgn0265856
1381,FBgn0265857
1382,FBgn0086059
1383,FBgn0086058
1384,FBgn0265852
1385,FBgn0035880
1386,FBgn0265850
1387,FBgn0265851
1388,FBgn0038405
1389,FBgn0003938
1390,FBgn0053864
1391,FBgn0267168
1392,FBgn0263550
1393,FBgn0003933
1394,FBgn0035554
1395,FBgn0003931
1396,FBgn0003930
1397,FBgn0003936
1398,FBgn0066084
1399,FBgn0003934
1400,FBgn0050476
1401,FBgn0039398
1402,FBgn0050417
1403,FBgn0265706
1404,FBgn0263555
1405,FBgn0038877
1406,FBgn0039396
1407,FBgn0039395
1408,FBgn0038878
1409,FBgn0001269
1410,FBgn0039872
1411,FBgn0050472
1412,FBgn0038402
1413,FBgn0032603
1414,FBgn0001263
1415,FBgn0050418
1416,FBgn0032602
1417,FBgn0085224
1418,FBgn0052344
1419,FBgn0051952
1420,FBgn0263121
1421,FBgn0052801
1422,FBgn0263384
1423,FBgn0052803
1424,FBgn0261998
1425,FBgn0051631
1426,FBgn0052806
1427,FBgn0261993
1428,FBgn0261992
1429,FBgn0261991
1430,FBgn0261990
1431,FBgn0261997
1432,FBgn0263834
1433,FBgn0261995
1434,FBgn0261994
1435,FBgn0267115
1436,FBgn0265704
1437,FBgn0260463
1438,FBgn0267114
1439,FBgn0263832
1440,FBgn0265750
1441,FBgn0262437
1442,FBgn0085325
1443,FBgn0037963
1444,FBgn0053310
1445,FBgn0033731
1446,FBgn0053317
1447,FBgn0050356
1448,FBgn0024273
1449,FBgn0267111
1450,FBgn0053318
1451,FBgn0263831
1452,FBgn0024277
1453,FBgn0267110
1454,FBgn0263042
1455,FBgn0263041
1456,FBgn0263040
1457,FBgn0263047
1458,FBgn0263046
1459,FBgn0036796
1460,FBgn0263049
1461,FBgn0263048
1462,FBgn0033367
1463,FBgn0267164
1464,FBgn0260226
1465,FBgn0030947
1466,FBgn0260224
1467,FBgn0260225
1468,FBgn0260222
1469,FBgn0260223
1470,FBgn0086603
1471,FBgn0033616
1472,FBgn0260228
1473,FBgn0260229
1474,FBgn0029003
1475,FBgn0261574
1476,FBgn0267900
1477,FBgn0267901
1478,FBgn0261571
1479,FBgn0261570
1480,FBgn0261573
1481,FBgn0267905
1482,FBgn0267119
1483,FBgn0033362
1484,FBgn0266693
1485,FBgn0029552
1486,FBgn0038449
1487,FBgn0030816
1488,FBgn0038919
1489,FBgn0038918
1490,FBgn0037661
1491,FBgn0035161
1492,FBgn0035160
1493,FBgn0035162
1494,FBgn0035165
1495,FBgn0035164
1496,FBgn0035167
1497,FBgn0035166
1498,FBgn0263595
1499,FBgn0263594
1500,FBgn0263597
1501,FBgn0263596
1502,FBgn0020386
1503,FBgn0020385
1504,FBgn0037664
1505,FBgn0020389
1506,FBgn0020388
1507,FBgn0263599
1508,FBgn0263598
1509,FBgn0265707
1510,FBgn0034452
1511,FBgn0087011
1512,FBgn0259949
1513,FBgn0087013
1514,FBgn0265705
1515,FBgn0031936
1516,FBgn0034417
1517,FBgn0031390
1518,FBgn0031935
1519,FBgn0034144
1520,FBgn0034145
1521,FBgn0031930
1522,FBgn0064227
1523,FBgn0031428
1524,FBgn0034456
1525,FBgn0031398
1526,FBgn0031399
1527,FBgn0034418
1528,FBgn0034419
1529,FBgn0038706
1530,FBgn0043532
1531,FBgn0038704
1532,FBgn0043530
1533,FBgn0028513
1534,FBgn0043536
1535,FBgn0043535
1536,FBgn0043534
1537,FBgn0043539
1538,FBgn0034455
1539,FBgn0038708
1540,FBgn0038709
1541,FBgn0260482
1542,FBgn0028979
1543,FBgn0260480
1544,FBgn0260481
1545,FBgn0260486
1546,FBgn0260487
1547,FBgn0260484
1548,FBgn0052370
1549,FBgn0028970
1550,FBgn0019968
1551,FBgn0028974
1552,FBgn0259729
1553,FBgn0052379
1554,FBgn0000566
1555,FBgn0035952
1556,FBgn0010825
1557,FBgn0031533
1558,FBgn0031644
1559,FBgn0031645
1560,FBgn0031646
1561,FBgn0031640
1562,FBgn0010770
1563,FBgn0010772
1564,FBgn0031649
1565,FBgn0262885
1566,FBgn0002873
1567,FBgn0262887
1568,FBgn0262880
1569,FBgn0262881
1570,FBgn0260768
1571,FBgn0262883
1572,FBgn0002878
1573,FBgn0262888
1574,FBgn0262889
1575,FBgn0053551
1576,FBgn0013695
1577,FBgn0085736
1578,FBgn0085734
1579,FBgn0047199
1580,FBgn0085732
1581,FBgn0259726
1582,FBgn0261686
1583,FBgn0038745
1584,FBgn0261683
1585,FBgn0261682
1586,FBgn0261681
1587,FBgn0261680
1588,FBgn0267163
1589,FBgn0051777
1590,FBgn0038400
1591,FBgn0051773
1592,FBgn0034802
1593,FBgn0023090
1594,FBgn0023091
1595,FBgn0023096
1596,FBgn0262081
1597,FBgn0023094
1598,FBgn0023095
1599,FBgn0037144
1600,FBgn0000659
1601,FBgn0000658
1602,FBgn0037493
1603,FBgn0037140
1604,FBgn0037143
1605,FBgn0025808
1606,FBgn0025807
1607,FBgn0000303
1608,FBgn0028708
1609,FBgn0037149
1610,FBgn0025802
1611,FBgn0000307
1612,FBgn0037498
1613,FBgn0011282
1614,FBgn0011283
1615,FBgn0033868
1616,FBgn0033869
1617,FBgn0011286
1618,FBgn0011284
1619,FBgn0033862
1620,FBgn0033863
1621,FBgn0011288
1622,FBgn0011289
1623,FBgn0033866
1624,FBgn0033867
1625,FBgn0033864
1626,FBgn0033865
1627,FBgn0036139
1628,FBgn0039476
1629,FBgn0039475
1630,FBgn0039474
1631,FBgn0039473
1632,FBgn0039472
1633,FBgn0039471
1634,FBgn0039470
1635,FBgn0029152
1636,FBgn0039479
1637,FBgn0002306
1638,FBgn0037728
1639,FBgn0052330
1640,FBgn0037721
1641,FBgn0014073
1642,FBgn0037723
1643,FBgn0037722
1644,FBgn0030117
1645,FBgn0030116
1646,FBgn0037727
1647,FBgn0037726
1648,FBgn0029155
1649,FBgn0032095
1650,FBgn0266749
1651,FBgn0266748
1652,FBgn0266743
1653,FBgn0266742
1654,FBgn0266741
1655,FBgn0266740
1656,FBgn0266747
1657,FBgn0034054
1658,FBgn0266745
1659,FBgn0035779
1660,FBgn0033141
1661,FBgn0283657
1662,FBgn0283651
1663,FBgn0283652
1664,FBgn0010488
1665,FBgn0266208
1666,FBgn0024975
1667,FBgn0283658
1668,FBgn0010482
1669,FBgn0019650
1670,FBgn0262200
1671,FBgn0033145
1672,FBgn0031571
1673,FBgn0264787
1674,FBgn0037802
1675,FBgn0050424
1676,FBgn0050421
1677,FBgn0263868
1678,FBgn0050423
1679,FBgn0263864
1680,FBgn0263867
1681,FBgn0263866
1682,FBgn0050429
1683,FBgn0050428
1684,FBgn0263863
1685,FBgn0020546
1686,FBgn0033395
1687,FBgn0033397
1688,FBgn0033391
1689,FBgn0033392
1690,FBgn0264786
1691,FBgn0285962
1692,FBgn0034059
1693,FBgn0035428
1694,FBgn0035429
1695,FBgn0024510
1696,FBgn0030224
1697,FBgn0035424
1698,FBgn0035425
1699,FBgn0035426
1700,FBgn0035427
1701,FBgn0035420
1702,FBgn0035421
1703,FBgn0035422
1704,FBgn0035423
1705,FBgn0033138
1706,FBgn0033139
1707,FBgn0030734
1708,FBgn0033648
1709,FBgn0033649
1710,FBgn0036450
1711,FBgn0033131
1712,FBgn0033644
1713,FBgn0033133
1714,FBgn0033134
1715,FBgn0033135
1716,FBgn0033640
1717,FBgn0033137
1718,FBgn0069973
1719,FBgn0040509
1720,FBgn0040508
1721,FBgn0030731
1722,FBgn0040503
1723,FBgn0040502
1724,FBgn0030222
1725,FBgn0040507
1726,FBgn0040506
1727,FBgn0040505
1728,FBgn0039890
1729,FBgn0039897
1730,FBgn0039896
1731,FBgn0250753
1732,FBgn0250755
1733,FBgn0034986
1734,FBgn0250757
1735,FBgn0035397
1736,FBgn0005779
1737,FBgn0031603
1738,FBgn0035392
1739,FBgn0035393
1740,FBgn0035390
1741,FBgn0010223
1742,FBgn0005771
1743,FBgn0003651
1744,FBgn0005777
1745,FBgn0250788
1746,FBgn0005775
1747,FBgn0040102
1748,FBgn0011945
1749,FBgn0267448
1750,FBgn0013709
1751,FBgn0013708
1752,FBgn0013705
1753,FBgn0013704
1754,FBgn0013707
1755,FBgn0010220
1756,FBgn0013701
1757,FBgn0013700
1758,FBgn0013703
1759,FBgn0013702
1760,FBgn0041194
1761,FBgn0045073
1762,FBgn0266202
1763,FBgn0053819
1764,FBgn0267443
1765,FBgn0267442
1766,FBgn0053811
1767,FBgn0053810
1768,FBgn0053813
1769,FBgn0053812
1770,FBgn0053815
1771,FBgn0053814
1772,FBgn0053817
1773,FBgn0053816
1774,FBgn0267440
1775,FBgn0250786
1776,FBgn0266203
1777,FBgn0052141
1778,FBgn0267446
1779,FBgn0025645
1780,FBgn0025644
1781,FBgn0025394
1782,FBgn0025641
1783,FBgn0025640
1784,FBgn0025643
1785,FBgn0025390
1786,FBgn0063449
1787,FBgn0051872
1788,FBgn0011648
1789,FBgn0030099
1790,FBgn0262509
1791,FBgn0262508
1792,FBgn0029768
1793,FBgn0029769
1794,FBgn0032519
1795,FBgn0032518
1796,FBgn0032515
1797,FBgn0039274
1798,FBgn0039277
1799,FBgn0029761
1800,FBgn0032511
1801,FBgn0039270
1802,FBgn0032513
1803,FBgn0039272
1804,FBgn0083020
1805,FBgn0086265
1806,FBgn0086266
1807,FBgn0039359
1808,FBgn0265040
1809,FBgn0265043
1810,FBgn0265042
1811,FBgn0265045
1812,FBgn0265044
1813,FBgn0265047
1814,FBgn0265046
1815,FBgn0265049
1816,FBgn0030943
1817,FBgn0264271
1818,FBgn0264270
1819,FBgn0264273
1820,FBgn0264272
1821,FBgn0039356
1822,FBgn0053769
1823,FBgn0053768
1824,FBgn0261061
1825,FBgn0260762
1826,FBgn0053767
1827,FBgn0053766
1828,FBgn0053764
1829,FBgn0037934
1830,FBgn0037935
1831,FBgn0037936
1832,FBgn0260760
1833,FBgn0037930
1834,FBgn0037931
1835,FBgn0037933
1836,FBgn0039357
1837,FBgn0037939
1838,FBgn0260766
1839,FBgn0000536
1840,FBgn0000535
1841,FBgn0000533
1842,FBgn0000826
1843,FBgn0016081
1844,FBgn0016080
1845,FBgn0002838
1846,FBgn0003321
1847,FBgn0003326
1848,FBgn0265256
1849,FBgn0264788
1850,FBgn0039644
1851,FBgn0039645
1852,FBgn0003328
1853,FBgn0039647
1854,FBgn0039640
1855,FBgn0039641
1856,FBgn0039642
1857,FBgn0031091
1858,FBgn0031090
1859,FBgn0031093
1860,FBgn0028380
1861,FBgn0031094
1862,FBgn0031097
1863,FBgn0031099
1864,FBgn0031098
1865,FBgn0004635
1866,FBgn0267492
1867,FBgn0035911
1868,FBgn0266205
1869,FBgn0011361
1870,FBgn0264473
1871,FBgn0004636
1872,FBgn0016660
1873,FBgn0283480
1874,FBgn0266534
1875,FBgn0266535
1876,FBgn0266536
1877,FBgn0029949
1878,FBgn0029946
1879,FBgn0266539
1880,FBgn0029944
1881,FBgn0029945
1882,FBgn0029942
1883,FBgn0029943
1884,FBgn0029940
1885,FBgn0029941
1886,FBgn0267523
1887,FBgn0035370
1888,FBgn0011829
1889,FBgn0027094
1890,FBgn0027095
1891,FBgn0027093
1892,FBgn0027090
1893,FBgn0027091
1894,FBgn0030808
1895,FBgn0034602
1896,FBgn0034601
1897,FBgn0050350
1898,FBgn0033038
1899,FBgn0034606
1900,FBgn0034605
1901,FBgn0040089
1902,FBgn0015286
1903,FBgn0034354
1904,FBgn0034356
1905,FBgn0015282
1906,FBgn0015283
1907,FBgn0040080
1908,FBgn0034352
1909,FBgn0015586
1910,FBgn0038110
1911,FBgn0038115
1912,FBgn0038114
1913,FBgn0038118
1914,FBgn0037556
1915,FBgn0030277
1916,FBgn0030274
1917,FBgn0037555
1918,FBgn0030272
1919,FBgn0037553
1920,FBgn0037550
1921,FBgn0030271
1922,FBgn0085191
1923,FBgn0030278
1924,FBgn0036605
1925,FBgn0032094
1926,FBgn0036607
1927,FBgn0036606
1928,FBgn0036601
1929,FBgn0036600
1930,FBgn0036603
1931,FBgn0036602
1932,FBgn0034117
1933,FBgn0036609
1934,FBgn0036608
1935,FBgn0054011
1936,FBgn0040262
1937,FBgn0040260
1938,FBgn0040261
1939,FBgn0010014
1940,FBgn0010015
1941,FBgn0010019
1942,FBgn0010548
1943,FBgn0010549
1944,FBgn0262616
1945,FBgn0023179
1946,FBgn0023178
1947,FBgn0004237
1948,FBgn0037188
1949,FBgn0023175
1950,FBgn0023174
1951,FBgn0026417
1952,FBgn0026411
1953,FBgn0054012
1954,FBgn0023172
1955,FBgn0034005
1956,FBgn0027514
1957,FBgn0043903
1958,FBgn0058160
1959,FBgn0264879
1960,FBgn0264878
1961,FBgn0264877
1962,FBgn0264876
1963,FBgn0264875
1964,FBgn0264874
1965,FBgn0264873
1966,FBgn0264872
1967,FBgn0264871
1968,FBgn0264870
1969,FBgn0021825
1970,FBgn0267378
1971,FBgn0267227
1972,FBgn0051439
1973,FBgn0051438
1974,FBgn0261813
1975,FBgn0026577
1976,FBgn0051437
1977,FBgn0051436
1978,FBgn0051431
1979,FBgn0037183
1980,FBgn0051432
1981,FBgn0264375
1982,FBgn0030853
1983,FBgn0030850
1984,FBgn0030851
1985,FBgn0030854
1986,FBgn0030855
1987,FBgn0051228
1988,FBgn0030858
1989,FBgn0030859
1990,FBgn0037184
1991,FBgn0267226
1992,FBgn0267803
1993,FBgn0265766
1994,FBgn0085279
1995,FBgn0085276
1996,FBgn0085277
1997,FBgn0085274
1998,FBgn0266076
1999,FBgn0085273
2000,FBgn0085271
2001,FBgn0045498
2002,FBgn0265444
2003,FBgn0032728
2004,FBgn0032729
2005,FBgn0032723
2006,FBgn0032720
2007,FBgn0032721
2008,FBgn0032726
2009,FBgn0032727
2010,FBgn0032724
2011,FBgn0032725
2012,FBgn0267216
2013,FBgn0267217
2014,FBgn0267214
2015,FBgn0267215
2016,FBgn0262332
2017,FBgn0267213
2018,FBgn0262330
2019,FBgn0262331
2020,FBgn0023545
2021,FBgn0266403
2022,FBgn0023540
2023,FBgn0023541
2024,FBgn0023542
2025,FBgn0262339
2026,FBgn0086075
2027,FBgn0086074
2028,FBgn0086077
2029,FBgn0086076
2030,FBgn0086071
2031,FBgn0086070
2032,FBgn0086073
2033,FBgn0086072
2034,FBgn0086079
2035,FBgn0086078
2036,FBgn0003916
2037,FBgn0085327
2038,FBgn0266927
2039,FBgn0039193
2040,FBgn0025615
2041,FBgn0053155
2042,FBgn0053156
2043,FBgn0053158
2044,FBgn0053159
2045,FBgn0086384
2046,FBgn0001208
2047,FBgn0263662
2048,FBgn0036009
2049,FBgn0267109
2050,FBgn0040942
2051,FBgn0262126
2052,FBgn0045474
2053,FBgn0033032
2054,FBgn0042131
2055,FBgn0042132
2056,FBgn0053489
2057,FBgn0042134
2058,FBgn0042135
2059,FBgn0267221
2060,FBgn0042641
2061,FBgn0042138
2062,FBgn0053483
2063,FBgn0053481
2064,FBgn0053487
2065,FBgn0264922
2066,FBgn0053374
2067,FBgn0053375
2068,FBgn0053376
2069,FBgn0053377
2070,FBgn0053370
2071,FBgn0053371
2072,FBgn0053372
2073,FBgn0053373
2074,FBgn0035983
2075,FBgn0035982
2076,FBgn0035981
2077,FBgn0035980
2078,FBgn0035987
2079,FBgn0024250
2080,FBgn0035985
2081,FBgn0263021
2082,FBgn0263020
2083,FBgn0020018
2084,FBgn0263023
2085,FBgn0266326
2086,FBgn0028377
2087,FBgn0028374
2088,FBgn0028375
2089,FBgn0028372
2090,FBgn0028370
2091,FBgn0028371
2092,FBgn0263025
2093,FBgn0028379
2094,FBgn0267964
2095,FBgn0267965
2096,FBgn0267966
2097,FBgn0267967
2098,FBgn0267960
2099,FBgn0029532
2100,FBgn0267962
2101,FBgn0022702
2102,FBgn0262028
2103,FBgn0034976
2104,FBgn0032553
2105,FBgn0039229
2106,FBgn0022709
2107,FBgn0267969
2108,FBgn0029539
2109,FBgn0050413
2110,FBgn0032230
2111,FBgn0035181
2112,FBgn0036109
2113,FBgn0035187
2114,FBgn0038938
2115,FBgn0032231
2116,FBgn0038934
2117,FBgn0035189
2118,FBgn0038931
2119,FBgn0038930
2120,FBgn0052687
2121,FBgn0019809
2122,FBgn0052685
2123,FBgn0032233
2124,FBgn0052683
2125,FBgn0052681
2126,FBgn0087039
2127,FBgn0267036
2128,FBgn0085188
2129,FBgn0087035
2130,FBgn0031703
2131,FBgn0039223
2132,FBgn0259961
2133,FBgn0085225
2134,FBgn0259963
2135,FBgn0031250
2136,FBgn0259965
2137,FBgn0259964
2138,FBgn0259967
2139,FBgn0259966
2140,FBgn0259969
2141,FBgn0259968
2142,FBgn0267035
2143,FBgn0001978
2144,FBgn0266800
2145,FBgn0033421
2146,FBgn0262026
2147,FBgn0031707
2148,FBgn0036106
2149,FBgn0033427
2150,FBgn0052359
2151,FBgn0052358
2152,FBgn0036988
2153,FBgn0052428
2154,FBgn0085223
2155,FBgn0052351
2156,FBgn0052350
2157,FBgn0036980
2158,FBgn0036105
2159,FBgn0036986
2160,FBgn0052354
2161,FBgn0052425
2162,FBgn0036985
2163,FBgn0028952
2164,FBgn0028953
2165,FBgn0028950
2166,FBgn0265187
2167,FBgn0265180
2168,FBgn0019940
2169,FBgn0265182
2170,FBgn0266322
2171,FBgn0265188
2172,FBgn0265189
2173,FBgn0025620
2174,FBgn0261514
2175,FBgn0264598
2176,FBgn0264599
2177,FBgn0032401
2178,FBgn0262024
2179,FBgn0267100
2180,FBgn0026384
2181,FBgn0026620
2182,FBgn0265449
2183,FBgn0035853
2184,FBgn0000499
2185,FBgn0030073
2186,FBgn0265646
2187,FBgn0036288
2188,FBgn0000490
2189,FBgn0000492
2190,FBgn0262025
2191,FBgn0265644
2192,FBgn0265448
2193,FBgn0030077
2194,FBgn0265642
2195,FBgn0039187
2196,FBgn0039186
2197,FBgn0034168
2198,FBgn0039184
2199,FBgn0039183
2200,FBgn0039182
2201,FBgn0039180
2202,FBgn0034162
2203,FBgn0031403
2204,FBgn0034160
2205,FBgn0031401
2206,FBgn0034166
2207,FBgn0031407
2208,FBgn0039189
2209,FBgn0039188
2210,FBgn0267586
2211,FBgn0267587
2212,FBgn0267106
2213,FBgn0034774
2214,FBgn0267582
2215,FBgn0037129
2216,FBgn0267581
2217,FBgn0037127
2218,FBgn0031077
2219,FBgn0037125
2220,FBgn0037124
2221,FBgn0037123
2222,FBgn0037122
2223,FBgn0267588
2224,FBgn0000227
2225,FBgn0025821
2226,FBgn0025820
2227,FBgn0032397
2228,FBgn0025825
2229,FBgn0025827
2230,FBgn0031074
2231,FBgn0039459
2232,FBgn0033808
2233,FBgn0033809
2234,FBgn0039451
2235,FBgn0039450
2236,FBgn0039453
2237,FBgn0039452
2238,FBgn0039454
2239,FBgn0033802
2240,FBgn0034299
2241,FBgn0031668
2242,FBgn0034294
2243,FBgn0034295
2244,FBgn0031664
2245,FBgn0034290
2246,FBgn0034291
2247,FBgn0031660
2248,FBgn0034293
2249,FBgn0061362
2250,FBgn0061360
2251,FBgn0061361
2252,FBgn0014018
2253,FBgn0014019
2254,FBgn0030137
2255,FBgn0030136
2256,FBgn0014010
2257,FBgn0014011
2258,FBgn0267105
2259,FBgn0266769
2260,FBgn0266768
2261,FBgn0283678
2262,FBgn0266764
2263,FBgn0266766
2264,FBgn0004242
2265,FBgn0266763
2266,FBgn0266762
2267,FBgn0038250
2268,FBgn0003175
2269,FBgn0038972
2270,FBgn0050449
2271,FBgn0052219
2272,FBgn0050447
2273,FBgn0250816
2274,FBgn0050115
2275,FBgn0050114
2276,FBgn0050441
2277,FBgn0050440
2278,FBgn0027280
2279,FBgn0027287
2280,FBgn0263802
2281,FBgn0036298
2282,FBgn0036299
2283,FBgn0036294
2284,FBgn0038976
2285,FBgn0036292
2286,FBgn0036290
2287,FBgn0036291
2288,FBgn0030745
2289,FBgn0034839
2290,FBgn0040699
2291,FBgn0002773
2292,FBgn0039907
2293,FBgn0034833
2294,FBgn0040697
2295,FBgn0040696
2296,FBgn0040694
2297,FBgn0038450
2298,FBgn0036861
2299,FBgn0024912
2300,FBgn0038320
2301,FBgn0038321
2302,FBgn0038324
2303,FBgn0038325
2304,FBgn0038326
2305,FBgn0038327
2306,FBgn0035407
2307,FBgn0052213
2308,FBgn0035402
2309,FBgn0052645
2310,FBgn0035400
2311,FBgn0035401
2312,FBgn0266264
2313,FBgn0052644
2314,FBgn0035409
2315,FBgn0033112
2316,FBgn0033113
2317,FBgn0036470
2318,FBgn0036471
2319,FBgn0266358
2320,FBgn0033117
2321,FBgn0036474
2322,FBgn0033115
2323,FBgn0266354
2324,FBgn0266355
2325,FBgn0266356
2326,FBgn0036479
2327,FBgn0266350
2328,FBgn0002778
2329,FBgn0266352
2330,FBgn0040529
2331,FBgn0040528
2332,FBgn0035831
2333,FBgn0040524
2334,FBgn0005590
2335,FBgn0015721
2336,FBgn0001078
2337,FBgn0001079
2338,FBgn0004554
2339,FBgn0001075
2340,FBgn0004556
2341,FBgn0001077
2342,FBgn0043533
2343,FBgn0004003
2344,FBgn0004552
2345,FBgn0030964
2346,FBgn0002522
2347,FBgn0002521
2348,FBgn0002526
2349,FBgn0002525
2350,FBgn0002524
2351,FBgn0013767
2352,FBgn0013765
2353,FBgn0013764
2354,FBgn0013763
2355,FBgn0004066
2356,FBgn0262142
2357,FBgn0011566
2358,FBgn0053731
2359,FBgn0264604
2360,FBgn0264605
2361,FBgn0264606
2362,FBgn0264607
2363,FBgn0264600
2364,FBgn0264601
2365,FBgn0264602
2366,FBgn0264603
2367,FBgn0262291
2368,FBgn0262290
2369,FBgn0262293
2370,FBgn0262297
2371,FBgn0265959
2372,FBgn0265958
2373,FBgn0265953
2374,FBgn0265952
2375,FBgn0265951
2376,FBgn0265950
2377,FBgn0265957
2378,FBgn0265956
2379,FBgn0265955
2380,FBgn0265954
2381,FBgn0266978
2382,FBgn0266979
2383,FBgn0052163
2384,FBgn0052160
2385,FBgn0025628
2386,FBgn0266970
2387,FBgn0025626
2388,FBgn0025625
2389,FBgn0025624
2390,FBgn0266974
2391,FBgn0266975
2392,FBgn0025621
2393,FBgn0266977
2394,FBgn0262144
2395,FBgn0058441
2396,FBgn0030963
2397,FBgn0030611
2398,FBgn0032577
2399,FBgn0267002
2400,FBgn0039215
2401,FBgn0039214
2402,FBgn0039213
2403,FBgn0267006
2404,FBgn0267005
2405,FBgn0267004
2406,FBgn0029705
2407,FBgn0029706
2408,FBgn0267008
2409,FBgn0029700
2410,FBgn0029701
2411,FBgn0039219
2412,FBgn0029703
2413,FBgn0086710
2414,FBgn0086711
2415,FBgn0086712
2416,FBgn0039237
2417,FBgn0030960
2418,FBgn0021814
2419,FBgn0042179
2420,FBgn0267308
2421,FBgn0051913
2422,FBgn0027872
2423,FBgn0000212
2424,FBgn0003124
2425,FBgn0008646
2426,FBgn0262481
2427,FBgn0003129
2428,FBgn0266146
2429,FBgn0267753
2430,FBgn0262483
2431,FBgn0037918
2432,FBgn0037916
2433,FBgn0053744
2434,FBgn0053746
2435,FBgn0053741
2436,FBgn0267751
2437,FBgn0053743
2438,FBgn0053742
2439,FBgn0267300
2440,FBgn0051546
2441,FBgn0062517
2442,FBgn0027654
2443,FBgn0083045
2444,FBgn0262487
2445,FBgn0267519
2446,FBgn0036509
2447,FBgn0016061
2448,FBgn0267755
2449,FBgn0267304
2450,FBgn0051542
2451,FBgn0039666
2452,FBgn0039667
2453,FBgn0039664
2454,FBgn0039665
2455,FBgn0039663
2456,FBgn0262984
2457,FBgn0262987
2458,FBgn0039668
2459,FBgn0039669
2460,FBgn0036996
2461,FBgn0267758
2462,FBgn0033079
2463,FBgn0026257
2464,FBgn0284252
2465,FBgn0262980
2466,FBgn0263652
2467,FBgn0263653
2468,FBgn0263650
2469,FBgn0263651
2470,FBgn0263656
2471,FBgn0026255
2472,FBgn0263654
2473,FBgn0263655
2474,FBgn0284236
2475,FBgn0262982
2476,FBgn0020224
2477,FBgn0266518
2478,FBgn0261239
2479,FBgn0029833
2480,FBgn0029830
2481,FBgn0031873
2482,FBgn0031872
2483,FBgn0031871
2484,FBgn0029831
2485,FBgn0031877
2486,FBgn0031876
2487,FBgn0031875
2488,FBgn0031874
2489,FBgn0266620
2490,FBgn0031879
2491,FBgn0031878
2492,FBgn0265608
2493,FBgn0266621
2494,FBgn0265140
2495,FBgn0265988
2496,FBgn0029834
2497,FBgn0263328
2498,FBgn0260393
2499,FBgn0266623
2500,FBgn0260390
2501,FBgn0000808
2502,FBgn0052396
2503,FBgn0284234
2504,FBgn0034750
2505,FBgn0052463
2506,FBgn0265145
2507,FBgn0263329
2508,FBgn0052461
2509,FBgn0265147
2510,FBgn0024558
2511,FBgn0040060
2512,FBgn0028916
2513,FBgn0034335
2514,FBgn0040063
2515,FBgn0033179
2516,FBgn0036219
2517,FBgn0040066
2518,FBgn0034330
2519,FBgn0015268
2520,FBgn0015269
2521,FBgn0031926
2522,FBgn0034628
2523,FBgn0038135
2524,FBgn0038134
2525,FBgn0038136
2526,FBgn0038131
2527,FBgn0038130
2528,FBgn0038133
2529,FBgn0038132
2530,FBgn0038139
2531,FBgn0053679
2532,FBgn0030494
2533,FBgn0051144
2534,FBgn0263327
2535,FBgn0010038
2536,FBgn0010039
2537,FBgn0267022
2538,FBgn0030969
2539,FBgn0024556
2540,FBgn0035953
2541,FBgn0035855
2542,FBgn0051633
2543,FBgn0051632
2544,FBgn0040206
2545,FBgn0040207
2546,FBgn0051637
2547,FBgn0051636
2548,FBgn0051635
2549,FBgn0051634
2550,FBgn0051184
2551,FBgn0051639
2552,FBgn0051638
2553,FBgn0040208
2554,FBgn0051183
2555,FBgn0038578
2556,FBgn0026479
2557,FBgn0050326
2558,FBgn0038575
2559,FBgn0050324
2560,FBgn0050325
2561,FBgn0050323
2562,FBgn0263600
2563,FBgn0038577
2564,FBgn0265928
2565,FBgn0011863
2566,FBgn0263602
2567,FBgn0264855
2568,FBgn0264857
2569,FBgn0021847
2570,FBgn0038571
2571,FBgn0083991
2572,FBgn0083990
2573,FBgn0083992
2574,FBgn0051457
2575,FBgn0020642
2576,FBgn0051454
2577,FBgn0051453
2578,FBgn0051451
2579,FBgn0035469
2580,FBgn0267399
2581,FBgn0267398
2582,FBgn0051989
2583,FBgn0051988
2584,FBgn0051459
2585,FBgn0265720
2586,FBgn0000119
2587,FBgn0030836
2588,FBgn0030837
2589,FBgn0030830
2590,FBgn0265725
2591,FBgn0265726
2592,FBgn0030833
2593,FBgn0265728
2594,FBgn0265729
2595,FBgn0050237
2596,FBgn0030838
2597,FBgn0030839
2598,FBgn0000116
2599,FBgn0000117
2600,FBgn0085290
2601,FBgn0085291
2602,FBgn0085292
2603,FBgn0037898
2604,FBgn0085294
2605,FBgn0085295
2606,FBgn0085296
2607,FBgn0036668
2608,FBgn0085298
2609,FBgn0036666
2610,FBgn0036665
2611,FBgn0020645
2612,FBgn0036663
2613,FBgn0036662
2614,FBgn0036661
2615,FBgn0036660
2616,FBgn0032968
2617,FBgn0023513
2618,FBgn0032748
2619,FBgn0032749
2620,FBgn0023512
2621,FBgn0032744
2622,FBgn0032961
2623,FBgn0032746
2624,FBgn0032964
2625,FBgn0086558
2626,FBgn0032966
2627,FBgn0032967
2628,FBgn0001197
2629,FBgn0265898
2630,FBgn0023510
