"","entrZ","go_path","FBgn","symbol"
"5421","42150","GO_0023052","FBgn0053547","Rim"
"5422","42160","GO_0023052","FBgn0010389","htl"
"5423","42162","GO_0023052","FBgn0003499","sr"
"5424","42169","GO_0023052","FBgn0042693","wrd"
"5425","42171","GO_0023052","FBgn0261532","cdm"
"5426","42177","GO_0023052","FBgn0011481","Ssdp"
"5427","42186","GO_0023052","FBgn0020238","14-3-3epsilon"
"5428","42192","GO_0023052","FBgn0038593","Vps39"
"5429","42221","GO_0023052","FBgn0051122","CG31122"
"5430","42233","GO_0023052","FBgn0038630","CG14305"
"5431","42249","GO_0023052","FBgn0000303","ChAT"
"5432","42250","GO_0023052","FBgn0038645","CG7714"
"5433","42253","GO_0023052","FBgn0024329","Mekk1"
"5434","42258","GO_0023052","FBgn0038653","CG18208"
"5435","42261","GO_0023052","FBgn0003248","Rh2"
"5436","42272","GO_0023052","FBgn0038666","Smu1"
"5437","42289","GO_0023052","FBgn0004876","cdi"
"5438","42291","GO_0023052","FBgn0016120","ATPsynD"
"5439","42305","GO_0023052","FBgn0025680","cry"
"5440","42313","GO_0023052","FBgn0000463","Dl"
"5441","42327","GO_0023052","FBgn0260003","Dys"
"5442","42350","GO_0023052","FBgn0024963","GluClalpha"
"5443","42356","GO_0023052","FBgn0014135","bnl"
"5444","42358","GO_0023052","FBgn0261984","Ire1"
"5445","42366","GO_0023052","FBgn0014006","Ask1"
"5446","42367","GO_0023052","FBgn0002940","ninaE"
"5447","42371","GO_0023052","FBgn0038747","RhoGAP92B"
"5448","42373","GO_0023052","FBgn0038749","Xport-A"
"5449","42398","GO_0023052","FBgn0003249","Rh3"
"5450","42402","GO_0023052","FBgn0083975","Nlg4"
"5451","42415","GO_0023052","FBgn0038789","Ir92a"
"5452","42428","GO_0023052","FBgn0016917","Stat92E"
"5453","42445","GO_0023052","FBgn0001169","H"
"5454","42446","GO_0023052","FBgn0015279","Pi3K92E"
"5455","42452","GO_0023052","FBgn0004514","Oct-TyrR"
"5456","42453","GO_0023052","FBgn0004107","Cdk2"
"5457","42460","GO_0023052","FBgn0038826","Syp"
"5458","42465","GO_0023052","FBgn0038830","CG17272"
"5459","42467","GO_0023052","FBgn0053094","Synd"
"5460","42471","GO_0023052","FBgn0259215","Ir93a"
"5461","42473","GO_0023052","FBgn0038837","CG3822"
"5462","42476","GO_0023052","FBgn0038840","Grik"
"5463","42481","GO_0023052","FBgn0013995","Calx"
"5464","42484","GO_0023052","FBgn0026056","Rlip"
"5465","42496","GO_0023052","FBgn0038853","RhoGAP93B"
"5466","42499","GO_0023052","FBgn0266674","Sec15"
"5467","42501","GO_0023052","FBgn0015790","Rab11"
"5468","42504","GO_0023052","FBgn0283468","slmb"
"5469","42509","GO_0023052","FBgn0038862","Usp8"
"5470","42514","GO_0023052","FBgn0260004","Snmp1"
"5471","42523","GO_0023052","FBgn0038874","ETHR"
"5472","42524","GO_0023052","FBgn0285937","Rab1"
"5473","42530","GO_0023052","FBgn0038880","SIFaR"
"5474","42544","GO_0023052","FBgn0004863","C15"
"5475","42549","GO_0023052","FBgn0283499","InR"
"5476","42550","GO_0023052","FBgn0011766","E2f1"
"5477","42561","GO_0023052","FBgn0027575","GABA-B-R2"
"5478","42564","GO_0023052","FBgn0003867","tsl"
"5479","42567","GO_0023052","FBgn0013759","CASK"
"5480","42572","GO_0023052","FBgn0260940","lsn"
"5481","42574","GO_0023052","FBgn0067317","Cby"
"5482","42594","GO_0023052","FBgn0038928","Fadd"
"5483","42616","GO_0023052","FBgn0038948","PSR"
"5484","42632","GO_0023052","FBgn0261279","lqfR"
"5485","42634","GO_0023052","FBgn0038965","mats"
"5486","42635","GO_0023052","FBgn0038966","pinta"
"5487","42646","GO_0023052","FBgn0038975","Nrx-1"
"5488","42652","GO_0023052","FBgn0038980","Octbeta1R"
"5489","42656","GO_0023052","FBgn0038984","AdipoR"
"5490","42665","GO_0023052","FBgn0051158","Efa6"
"5491","42672","GO_0023052","FBgn0020278","loco"
"5492","42676","GO_0023052","FBgn0266418","wake"
"5493","42683","GO_0023052","FBgn0039007","CCAP"
"5494","42698","GO_0023052","FBgn0051139","CG31139"
"5495","42702","GO_0023052","FBgn0039025","Usp12-46"
"5496","42709","GO_0023052","FBgn0039031","Gbp3"
"5497","42733","GO_0023052","FBgn0039054","Cow"
"5498","42734","GO_0023052","FBgn0039055","Rassf"
"5499","42737","GO_0023052","FBgn0004644","hh"
"5500","42753","GO_0023052","FBgn0025781","Cdc16"
"5501","42757","GO_0023052","FBgn0003118","pnt"
"5502","42761","GO_0023052","FBgn0002622","RpS3"
"5503","42770","GO_0023052","FBgn0039081","Irk2"
"5504","42772","GO_0023052","FBgn0039083","CG10177"
"5505","42791","GO_0023052","FBgn0039102","SPE"
"5506","42799","GO_0023052","FBgn0002922","nau"
"5507","42803","GO_0023052","FBgn0263782","Hmgcr"
"5508","42804","GO_0023052","FBgn0039110","RanBP3"
"5509","42817","GO_0023052","FBgn0015513","mbc"
"5510","42821","GO_0023052","FBgn0025574","Pli"
"5511","42836","GO_0023052","FBgn0051140","CG31140"
"5512","42841","GO_0023052","FBgn0015795","Rab7"
"5513","42844","GO_0023052","FBgn0039139","Mettl3"
"5514","42845","GO_0023052","FBgn0039140","Miro"
"5515","42846","GO_0023052","FBgn0039141","spas"
"5516","42854","GO_0023052","FBgn0013343","Syx1A"
"5517","42862","GO_0023052","FBgn0026317","Tsc1"
"5518","42863","GO_0023052","FBgn0266673","Sec10"
"5519","42866","GO_0023052","FBgn0015765","p38a"
"5520","42869","GO_0023052","FBgn0039158","CG6182"
"5521","42871","GO_0023052","FBgn0026598","Apc2"
"5522","42896","GO_0023052","FBgn0259685","crb"
"5523","42898","GO_0023052","FBgn0011785","BRWD3"
"5524","42918","GO_0023052","FBgn0000036","nAChRalpha1"
"5525","42919","GO_0023052","FBgn0000039","nAChRalpha2"
"5526","42920","GO_0023052","FBgn0004118","nAChRbeta2"
"5527","42922","GO_0023052","FBgn0003134","Pp1alpha-96A"
"5528","42925","GO_0023052","FBgn0039204","CG6607"
"5529","42929","GO_0023052","FBgn0266758","Esyt2"
"5530","42930","GO_0023052","FBgn0039209","REPTOR"
"5531","42933","GO_0023052","FBgn0039212","Syx18"
"5532","42935","GO_0023052","FBgn0039214","puf"
"5533","42940","GO_0023052","FBgn0003429","slo"
"5534","42945","GO_0023052","FBgn0003719","tld"
"5535","42947","GO_0023052","FBgn0015591","AstA"
"5536","42952","GO_0023052","FBgn0039225","Ets96B"
"5537","42956","GO_0023052","FBgn0027539","lili"
"5538","42960","GO_0023052","FBgn0051118","RabX4"
"5539","42964","GO_0023052","FBgn0039234","Nct"
"5540","42994","GO_0023052","FBgn0039260","Smg6"
"5541","42996","GO_0023052","FBgn0045866","bai"
"5542","43002","GO_0023052","FBgn0266719","stac"
"5543","43003","GO_0023052","FBgn0039269","veli"
"5544","43008","GO_0023052","FBgn0039273","shams"
"5545","43018","GO_0023052","FBgn0259152","Clbn"
"5546","43019","GO_0023052","FBgn0039282","Bili"
"5547","43026","GO_0023052","FBgn0022800","Cad96Ca"
"5548","43041","GO_0023052","FBgn0039302","Nup358"
"5549","43080","GO_0023052","FBgn0039338","XNP"
"5550","43095","GO_0023052","FBgn0027508","Tnks"
"5551","43096","GO_0023052","FBgn0261986","RASSF8"
"5552","43098","GO_0023052","FBgn0039354","Lgr3"
"5553","43117","GO_0023052","FBgn0039373","CG5024"
"5554","43118","GO_0023052","FBgn0039374","CG17770"
"5555","43130","GO_0023052","FBgn0028717","Lnk"
"5556","43146","GO_0023052","FBgn0000206","boss"
"5557","43149","GO_0023052","FBgn0015269","Nf1"
"5558","43150","GO_0023052","FBgn0002734","E(spl)mdelta-HLH"
"5559","43151","GO_0023052","FBgn0002735","E(spl)mgamma-HLH"
"5560","43152","GO_0023052","FBgn0002733","E(spl)mbeta-HLH"
"5561","43153","GO_0023052","FBgn0002732","E(spl)malpha-BFM"
"5562","43155","GO_0023052","FBgn0002592","E(spl)m2-BFM"
"5563","43156","GO_0023052","FBgn0002609","E(spl)m3-HLH"
"5564","43157","GO_0023052","FBgn0002629","E(spl)m4-BFM"
"5565","43158","GO_0023052","FBgn0002631","E(spl)m5-HLH"
"5566","43159","GO_0023052","FBgn0002632","E(spl)m6-BFM"
"5567","43160","GO_0023052","FBgn0002633","E(spl)m7-HLH"
"5568","43161","GO_0023052","FBgn0000591","E(spl)m8-HLH"
"5569","43162","GO_0023052","FBgn0001139","gro"
"5570","43163","GO_0023052","FBgn0266668","Exo84"
"5571","43164","GO_0023052","FBgn0039402","Vps2"
"5572","43174","GO_0023052","FBgn0039411","dysf"
"5573","43182","GO_0023052","FBgn0039419","CG12290"
"5574","43193","GO_0023052","FBgn0023178","Pdf"
"5575","43222","GO_0023052","FBgn0262473","Tl"
"5576","43241","GO_0023052","FBgn0039465","Tsp97E"
"5577","43242","GO_0023052","FBgn0039466","CG5521"
"5578","43253","GO_0023052","FBgn0004842","RYa-R"
"5579","43256","GO_0023052","FBgn0003495","spz"
"5580","43267","GO_0023052","FBgn0039488","CG6066"
"5581","43273","GO_0023052","FBgn0039494","grass"
"5582","43275","GO_0023052","FBgn0004197","Ser"
"5583","43283","GO_0023052","FBgn0010441","pll"
"5584","43312","GO_0023052","FBgn0027492","wdb"
"5585","43317","GO_0023052","FBgn0039530","Tusp"
"5586","43319","GO_0023052","FBgn0039532","Mtl"
"5587","43330","GO_0023052","FBgn0086346","ALiX"
"5588","43393","GO_0023052","FBgn0039595","AstA-R2"
"5589","43404","GO_0023052","FBgn0264324","spg"
"5590","43415","GO_0023052","FBgn0265998","Doa"
"5591","43428","GO_0023052","FBgn0003093","Pkc98E"
"5592","43474","GO_0023052","FBgn0039666","Diedel"
"5593","43481","GO_0023052","FBgn0086361","alph"
"5594","43484","GO_0023052","FBgn0266137","Dop1R2"
"5595","43493","GO_0023052","FBgn0013972","Gycalpha99B"
"5596","43501","GO_0023052","FBgn0039688","Kul"
"5597","43505","GO_0023052","FBgn0027518","Wdr24"
"5598","43514","GO_0023052","FBgn0019972","Drice"
"5599","43518","GO_0023052","FBgn0000247","ca"
"5600","43528","GO_0023052","FBgn0039709","Cad99C"
"5601","43541","GO_0023052","FBgn0039722","Capa"
"5602","43542","GO_0023052","FBgn0003861","trp"
"5603","43551","GO_0023052","FBgn0004622","TkR99D"
"5604","43565","GO_0023052","FBgn0026597","Axn"
"5605","43580","GO_0023052","FBgn0266411","sima"
"5606","43583","GO_0023052","FBgn0039747","AdoR"
"5607","43584","GO_0023052","FBgn0039748","CG15529"
"5608","43614","GO_0023052","FBgn0039770","CG15537"
"5609","43618","GO_0023052","FBgn0039774","CDase"
"5610","43635","GO_0023052","FBgn0039788","Rpt6R"
"5611","43651","GO_0023052","FBgn0011739","wts"
"5612","43656","GO_0023052","FBgn0003720","tll"
"5613","43669","GO_0023052","FBgn0004573","5-HT7"
"5614","43670","GO_0023052","FBgn0010015","CanA1"
"5615","43673","GO_0023052","FBgn0002413","dco"
"5616","43678","GO_0023052","FBgn0039818","CG11318"
"5617","43681","GO_0023052","FBgn0039821","CG15556"
"5618","43682","GO_0023052","FBgn0013973","Gycbeta100B"
"5619","43683","GO_0023052","FBgn0086704","stops"
"5620","43703","GO_0023052","FBgn0039840","pHCl-2"
"5621","43718","GO_0023052","FBgn0043900","pygo"
"5622","43724","GO_0023052","FBgn0039858","CycG"
"5623","43725","GO_0023052","FBgn0011655","Med"
"5624","43729","GO_0023052","FBgn0039862","kek6"
"5625","43747","GO_0023052","FBgn0039875","sip3"
"5626","43758","GO_0023052","FBgn0039883","RhoGAP100F"
"5627","43766","GO_0023052","FBgn0025740","PlexB"
"5628","43767","GO_0023052","FBgn0004859","ci"
"5629","43769","GO_0023052","FBgn0085432","pan"
"5630","43770","GO_0023052","FBgn0011747","Ank"
"5631","43775","GO_0023052","FBgn0024811","Crk"
"5632","43781","GO_0023052","FBgn0259216","RhoGAP102A"
"5633","43783","GO_0023052","FBgn0039900","Syt7"
"5634","43791","GO_0023052","FBgn0039907","lgs"
"5635","43799","GO_0023052","FBgn0040324","Ephrin"
"5636","43800","GO_0023052","FBgn0039911","CG1909"
"5637","43803","GO_0023052","FBgn0025936","Eph"
"5638","43804","GO_0023052","FBgn0039914","mav"
"5639","43806","GO_0023052","FBgn0039916","Ekar"
"5640","43811","GO_0023052","FBgn0026199","myo"
"5641","43812","GO_0023052","FBgn0005558","ey"
"5642","43822","GO_0023052","FBgn0039927","CG11155"
"5643","43823","GO_0023052","FBgn0013749","Arf102F"
"5644","43824","GO_0023052","FBgn0039928","Cals"
"5645","43826","GO_0023052","FBgn0024913","Actbeta"
"5646","43827","GO_0023052","FBgn0087002","apolpp"
"5647","43828","GO_0023052","FBgn0264607","CaMKII"
"5648","43832","GO_0023052","FBgn0025741","PlexA"
"5649","43835","GO_0023052","FBgn0039932","fuss"
"5650","43838","GO_0023052","FBgn0019985","mGluR"
"5651","43841","GO_0023052","FBgn0025726","unc-13"
"5652","43856","GO_0023052","FBgn0261617","nej"
"5653","43869","GO_0023052","FBgn0000077","amx"
"5654","43875","GO_0023052","FBgn0011829","Ret"
"5655","43892","GO_0023052","FBgn0085447","sif"
"5656","43901","GO_0023052","FBgn0021760","chb"
"5657","43904","GO_0023052","FBgn0023169","AMPKalpha"
"5658","43905","GO_0023052","FBgn0024187","syd"
"5659","43906","GO_0023052","FBgn0003415","skd"
"5660","43916","GO_0023052","FBgn0026181","Rok"
"5661","43923","GO_0023052","FBgn0262870","axo"
"5662","43935","GO_0023052","FBgn0029147","NtR"
"5663","43950","GO_0023052","FBgn0010350","CdsA"
"5664","43951","GO_0023052","FBgn0011586","e(r)"
"5665","43974","GO_0023052","FBgn0024277","trio"
"5666","43982","GO_0023052","FBgn0024944","Oamb"
"5667","43991","GO_0023052","FBgn0026379","Pten"
"5668","43999","GO_0023052","FBgn0028978","trbl"
"5669","44027","GO_0023052","FBgn0285917","sbb"
"5670","44030","GO_0023052","FBgn0010909","msn"
"5671","44039","GO_0023052","FBgn0267698","Pak"
"5672","44046","GO_0023052","FBgn0014391","sun"
"5673","44052","GO_0023052","FBgn0015296","Shc"
"5674","44086","GO_0023052","FBgn0021825","DCTN2-p50"
"5675","44096","GO_0023052","FBgn0024179","wit"
"5676","44098","GO_0023052","FBgn0024194","rasp"
"5677","44111","GO_0023052","FBgn0030018","slpr"
"5678","44115","GO_0023052","FBgn0026376","Rgl"
"5679","44125","GO_0023052","FBgn0028738","ETH"
"5680","44126","GO_0023052","FBgn0266429","AstA-R1"
"5681","44129","GO_0023052","FBgn0029082","hbs"
"5682","44172","GO_0023052","FBgn0015372","RabX1"
"5683","44205","GO_0023052","FBgn0016977","spen"
"5684","44226","GO_0023052","FBgn0021872","Xbp1"
"5685","44233","GO_0023052","FBgn0023083","fray"
"5686","44259","GO_0023052","FBgn0261530","nbs"
"5687","44260","GO_0023052","FBgn0026250","eIF1A"
"5688","44263","GO_0023052","FBgn0026369","Sara"
"5689","44266","GO_0023052","FBgn0265274","Inx3"
"5690","44274","GO_0023052","FBgn0029088","disp"
"5691","44275","GO_0023052","FBgn0029123","SoxN"
"5692","44279","GO_0023052","FBgn0000119","arr"
"5693","44289","GO_0023052","FBgn0000711","flw"
"5694","44317","GO_0023052","FBgn0010014","CanB"
"5695","44324","GO_0023052","FBgn0011581","Ms"
"5696","44339","GO_0023052","FBgn0013983","imd"
"5697","44353","GO_0023052","FBgn0015295","Shark"
"5698","44355","GO_0023052","FBgn0015380","drl"
"5699","44360","GO_0023052","FBgn0015794","Rab18"
"5700","44432","GO_0023052","FBgn0024222","IKKbeta"
"5701","44433","GO_0023052","FBgn0024230","Hs2st"
"5702","44437","GO_0023052","FBgn0024509","Sec13"
"5703","44448","GO_0023052","FBgn0263289","scrib"
"5704","44483","GO_0023052","FBgn0028422","GluRIID"
"5705","44496","GO_0023052","FBgn0029113","Uba2"
"5706","44497","GO_0023052","FBgn0029114","Tollo"
"5707","44540","GO_0023052","FBgn0004198","ct"
"5708","44573","GO_0023052","FBgn0013987","MAPk-Ak2"
"5709","44642","GO_0023052","FBgn0015589","Apc"
"5710","44669","GO_0023052","FBgn0259938","cwo"
"5711","44672","GO_0023052","FBgn0017581","Lk6"
"5712","44801","GO_0023052","FBgn0000229","bsk"
"5713","44811","GO_0023052","FBgn0000541","E(bx)"
"5714","44817","GO_0023052","FBgn0000721","for"
"5715","44830","GO_0023052","FBgn0001324","kto"
"5716","44843","GO_0023052","FBgn0002945","nkd"
"5717","44849","GO_0023052","FBgn0003117","pnr"
"5718","44851","GO_0023052","FBgn0003209","raw"
"5719","44885","GO_0023052","FBgn0004657","mys"
"5720","44913","GO_0023052","FBgn0011273","Acam"
"5721","45031","GO_0023052","FBgn0023177","Pp4-19C"
"5722","45234","GO_0023052","FBgn0267252","Ggamma30A"
"5723","45278","GO_0023052","FBgn0000382","csw"
"5724","45280","GO_0023052","FBgn0000395","cv-2"
"5725","45307","GO_0023052","FBgn0001085","fz"
"5726","45318","GO_0023052","FBgn0001319","kn"
"5727","45320","GO_0023052","FBgn0284408","trol"
"5728","45343","GO_0023052","FBgn0003090","pk"
"5729","45374","GO_0023052","FBgn0004373","fwd"
"5730","45380","GO_0023052","FBgn0086676","spin"
"5731","45382","GO_0023052","FBgn0004646","ogre"
"5732","45655","GO_0023052","FBgn0020306","dom"
"5733","45668","GO_0023052","FBgn0265262","Vha68-1"
"5734","45682","GO_0023052","FBgn0022023","eIF3h"
"5735","45786","GO_0023052","FBgn0027090","GlnRS"
"5736","45815","GO_0023052","FBgn0028990","Spn27A"
"5737","45821","GO_0023052","FBgn0000017","Abl"
"5738","45828","GO_0023052","FBgn0000198","blo"
"5739","45829","GO_0023052","FBgn0000237","bul"
"5740","45840","GO_0023052","FBgn0263995","cpo"
"5741","45845","GO_0023052","FBgn0000500","Dsk"
"5742","45906","GO_0023052","FBgn0002791","mr"
"5743","45908","GO_0023052","FBgn0002930","nec"
"5744","45910","GO_0023052","FBgn0003011","ort"
"5745","45928","GO_0023052","FBgn0003392","shi"
"5746","45959","GO_0023052","FBgn0004177","mts"
"5747","45969","GO_0023052","FBgn0260399","gwl"
"5748","45970","GO_0023052","FBgn0283473","S6KL"
"5749","45973","GO_0023052","FBgn0004650","fs(1)N"
"5750","45994","GO_0023052","FBgn0005390","fs(1)M3"
"5751","46000","GO_0023052","FBgn0005590","scw"
"5752","46068","GO_0023052","FBgn0263120","Acsl"
"5753","46078","GO_0023052","FBgn0259978","vlc"
"5754","46156","GO_0023052","FBgn0010825","Gug"
"5755","46194","GO_0023052","FBgn0010905","Spn"
"5756","46456","GO_0023052","FBgn0015614","CanB2"
"5757","47091","GO_0023052","FBgn0000346","comt"
"5758","47384","GO_0023052","FBgn0086370","sra"
"5759","47396","GO_0023052","FBgn0021796","Tor"
"5760","47399","GO_0023052","FBgn0021800","Reph"
"5761","47594","GO_0023052","FBgn0261854","aPKC"
"5762","47746","GO_0023052","FBgn0028418","Lk"
"5763","47767","GO_0023052","FBgn0000370","crc"
"5764","47877","GO_0023052","FBgn0004889","tws"
"5765","47878","GO_0023052","FBgn0004910","Eip63F-1"
"5766","47900","GO_0023052","FBgn0010356","Taf5"
"5767","47998","GO_0023052","FBgn0015778","rin"
"5768","48311","GO_0023052","FBgn0003091","Pkc53E"
"5769","48317","GO_0023052","FBgn0003870","ttk"
"5770","48448","GO_0023052","FBgn0264492","CkIIalpha"
"5771","48775","GO_0023052","FBgn0001970","Pgant35A"
"5772","48785","GO_0023052","FBgn0001990","wek"
"5773","48844","GO_0023052","FBgn0002174","l(2)tid"
"5774","48971","GO_0023052","FBgn0002921","Atpalpha"
"5775","48973","GO_0023052","FBgn0262733","Src64B"
"5776","49045","GO_0023052","FBgn0261988","Gprk2"
"5777","49260","GO_0023052","FBgn0004103","Pp1-87B"
"5778","49297","GO_0023052","FBgn0263006","SERCA"
"5779","49701","GO_0023052","FBgn0250823","gish"
"5780","49713","GO_0023052","FBgn0029105","alpha-Catr"
"5781","49804","GO_0023052","FBgn0028984","Spn88Ea"
"5782","49968","GO_0023052","FBgn0053653","Cadps"
"5783","50050","GO_0023052","FBgn0046763","CG17278"
"5784","50070","GO_0023052","FBgn0043884","mask"
"5785","50149","GO_0023052","FBgn0050158","CG30158"
"5786","50190","GO_0023052","FBgn0040717","Nplp4"
"5787","50209","GO_0023052","FBgn0040736","IM3"
"5788","50225","GO_0023052","FBgn0040752","Prosap"
"5789","50281","GO_0023052","FBgn0040487","BobA"
"5790","50282","GO_0023052","FBgn0040809","CG13465"
"5791","50286","GO_0023052","FBgn0040813","Nplp2"
"5792","50391","GO_0023052","FBgn0029830","Grip"
"5793","50392","GO_0023052","FBgn0040918","schlank"
"5794","50441","GO_0023052","FBgn0040967","CG18666"
"5795","50466","GO_0023052","FBgn0040992","CG10570"
"5796","53425","GO_0023052","FBgn0040505","Alk"
"5797","53426","GO_0023052","FBgn0040506","ACXE"
"5798","53427","GO_0023052","FBgn0040509","ACXB"
"5799","53432","GO_0023052","FBgn0040510","ACXA"
"5800","53437","GO_0023052","FBgn0040271","Sulf1"
"5801","53439","GO_0023052","FBgn0040078","pont"
"5802","53472","GO_0023052","FBgn0040281","Aplip1"
"5803","53554","GO_0023052","FBgn0040206","krz"
"5804","53560","GO_0023052","FBgn0262582","cic"
"5805","53573","GO_0023052","FBgn0028427","Ilk"
"5806","53577","GO_0023052","FBgn0040308","Jafrac2"
"5807","53580","GO_0023052","FBgn0040467","Dlip1"
"5808","53585","GO_0023052","FBgn0029131","Debcl"
"5809","59177","GO_0023052","FBgn0042086","Tsp42Eb"
"5810","59178","GO_0023052","FBgn0029508","Tsp42Ea"
"5811","59235","GO_0023052","FBgn0042201","Nplp3"
"5812","64872","GO_0023052","FBgn0043069","MESK4"
"5813","64877","GO_0023052","FBgn0041605","cpx"
"5814","64880","GO_0023052","FBgn0024248","chico"
"5815","117332","GO_0023052","FBgn0041191","Rheb"
"5816","117407","GO_0023052","FBgn0043550","Tsp68C"
"5817","117467","GO_0023052","FBgn0045443","mthl11"
"5818","117496","GO_0023052","FBgn0045495","Gr28b"
"5819","117503","GO_0023052","FBgn0045843","RacGAP84C"
"5820","140439","GO_0023052","FBgn0046687","Tre1"
"5821","246395","GO_0023052","FBgn0050018","mthl13"
"5822","246420","GO_0023052","FBgn0050054","CG30054"
"5823","246439","GO_0023052","FBgn0050077","Blos1"
"5824","246525","GO_0023052","FBgn0050281","CG30281"
"5825","246550","GO_0023052","FBgn0050340","CG30340"
"5826","246577","GO_0023052","FBgn0050378","CG30378"
"5827","246605","GO_0023052","FBgn0050423","CG30423"
"5828","246638","GO_0023052","FBgn0050476","ave"
"5829","250710","GO_0023052","FBgn0045038","Proc"
"5830","251645","GO_0023052","FBgn0047135","CG32276"
"5831","252554","GO_0023052","FBgn0053193","sav"
"5832","252671","GO_0023052","FBgn0026313","X11L"
"5833","261599","GO_0023052","FBgn0045442","mthl12"
"5834","317824","GO_0023052","FBgn0011642","Zyx"
"5835","317923","GO_0023052","FBgn0052220","Csas"
"5836","317967","GO_0023052","FBgn0052305","CG32305"
"5837","318005","GO_0023052","FBgn0052383","sphinx1"
"5838","318046","GO_0023052","FBgn0052476","mthl14"
"5839","318064","GO_0023052","FBgn0064123","stg1"
"5840","318133","GO_0023052","FBgn0052638","CG32638"
"5841","318148","GO_0023052","FBgn0052673","Rab9E"
"5842","318149","GO_0023052","FBgn0067052","Rab9D"
"5843","318559","GO_0023052","FBgn0260440","spdo"
"5844","318623","GO_0023052","FBgn0051201","GluRIIE"
"5845","318725","GO_0023052","FBgn0046689","Takl1"
"5846","318856","GO_0023052","FBgn0023090","dtr"
"5847","318914","GO_0023052","FBgn0051720","mthl15"
"5848","318930","GO_0023052","FBgn0261514","NimA"
"5849","318949","GO_0023052","FBgn0051802","CG31802"
"5850","319047","GO_0023052","FBgn0051960","CG31960"
"5851","326119","GO_0023052","FBgn0259178","5PtaseI"
"5852","326122","GO_0023052","FBgn0086253","rumi"
"5853","326136","GO_0023052","FBgn0051410","Npc2e"
"5854","326152","GO_0023052","FBgn0031375","erm"
"5855","326160","GO_0023052","FBgn0002939","ninaD"
"5856","326166","GO_0023052","FBgn0051852","Tap42"
"5857","326186","GO_0023052","FBgn0052056","scramb1"
"5858","326197","GO_0023052","FBgn0052177","Ndfip"
"5859","326198","GO_0023052","FBgn0052179","Krn"
"5860","326230","GO_0023052","FBgn0052671","Rab9Fa"
"5861","2768677","GO_0023052","FBgn0039044","p53"
"5862","2768679","GO_0023052","FBgn0267339","p38c"
"5863","2768688","GO_0023052","FBgn0039396","CCAP-R"
"5864","2768691","GO_0023052","FBgn0250832","Dup99B"
"5865","2768718","GO_0023052","FBgn0260499","qvr"
"5866","2768836","GO_0023052","FBgn0259878","Fs"
"5867","2768852","GO_0023052","FBgn0260934","par-1"
"5868","2768867","GO_0023052","FBgn0053223","CG33223"
"5869","2768877","GO_0023052","FBgn0030603","CG5541"
"5870","2768909","GO_0023052","FBgn0030466","CG15744"
"5871","2768940","GO_0023052","FBgn0260439","Pp2A-29B"
"5872","2768944","GO_0023052","FBgn0041723","rho-5"
"5873","2768948","GO_0023052","FBgn0035802","Pura"
"5874","2768949","GO_0023052","FBgn0053276","Urm1"
"5875","2768961","GO_0023052","FBgn0037188","CG7369"
"5876","2768992","GO_0023052","FBgn0044048","Ilp5"
"5877","3346149","GO_0023052","FBgn0053542","upd3"
"5878","3346150","GO_0023052","FBgn0052547","CG32547"
"5879","3346201","GO_0023052","FBgn0053519","Unc-89"
"5880","3346202","GO_0023052","FBgn0053527","SIFa"
"5881","3346209","GO_0023052","FBgn0053531","Ddr"
"5882","3354888","GO_0023052","FBgn0003256","rl"
"5883","3354992","GO_0023052","FBgn0265767","zyd"
"5884","3355013","GO_0023052","FBgn0260798","Gprk1"
"5885","3355064","GO_0023052","FBgn0046706","Haspin"
"5886","3355084","GO_0023052","FBgn0011288","Snap25"
"5887","3355097","GO_0023052","FBgn0063368","Gpb5"
"5888","3355106","GO_0023052","FBgn0086378","Alg-2"
"5889","3355126","GO_0023052","FBgn0040010","CG17493"
"5890","3355127","GO_0023052","FBgn0040011","Slmap"
"5891","3355130","GO_0023052","FBgn0002566","lt"
"5892","3355131","GO_0023052","FBgn0000384","cta"
"5893","3355133","GO_0023052","FBgn0039994","conu"
"5894","3355134","GO_0023052","FBgn0261387","CG17528"
"5895","3355135","GO_0023052","FBgn0046692","Stlk"
"5896","3355163","GO_0023052","FBgn0039966","Rab21"
"5897","3772069","GO_0023052","FBgn0002887","mus201"
"5898","3772082","GO_0023052","FBgn0001297","kay"
"5899","3772101","GO_0023052","FBgn0029175","Ext2"
"5900","3772180","GO_0023052","FBgn0264270","Sxl"
"5901","3772547","GO_0023052","FBgn0001234","Hsromega"
"5902","3772677","GO_0023052","FBgn0031455","Snapin"
"5903","3885565","GO_0023052","FBgn0039924","PIP4K"
"5904","3885573","GO_0023052","FBgn0250910","Octbeta3R"
"5905","3885612","GO_0023052","FBgn0065108","ppk16"
"5906","4379834","GO_0023052","FBgn0016975","stnB"
"5907","4379907","GO_0023052","FBgn0083992","Mkp"
"5908","4379919","GO_0023052","FBgn0040056","CG17698"
"5909","5657923","GO_0023052","FBgn0025576","M285"
"5910","5657925","GO_0023052","FBgn0025723","A122"
"5911","5658265","GO_0023052","FBgn0067647","sd-9"
"5912","5658266","GO_0023052","FBgn0067648","sd-8"
"5913","5658267","GO_0023052","FBgn0067649","sd-6"
"5914","5658269","GO_0023052","FBgn0067651","sd-4"
"5915","5658270","GO_0023052","FBgn0067652","sd-3"
"5916","5658271","GO_0023052","FBgn0067653","sd-2"
"5917","5658272","GO_0023052","FBgn0067654","sd-14"
