"geneNames","geneIDs","feature","id","pval","qval"
"FBtr0082963","MSTRG.9800","transcript","32677",0.0214022718025966,0.999989508679083
"MSTRG.8695.1","MSTRG.8695","transcript","29111",0.0214738994689724,0.999989508679083
"MSTRG.14116.1","MSTRG.14116","transcript","48674",0.0215144487452339,0.999989508679083
"MSTRG.894.1","MSTRG.894","transcript","2889",0.0217570134966454,0.999989508679083
"MSTRG.957.6","MSTRG.957","transcript","3100",0.0217655968898733,0.999989508679083
"FBtr0087261","MSTRG.4270","transcript","14414",0.0217673518761667,0.999989508679083
"FBtr0332672","MSTRG.5884","transcript","19946",0.0217966674932599,0.999989508679083
"MSTRG.3535.17","MSTRG.3535","transcript","11936",0.0219795266501269,0.999989508679083
"MSTRG.11401.7","MSTRG.11401","transcript","38221",0.0220436224415239,0.999989508679083
"FBtr0113558","MSTRG.2423","transcript","8052",0.0220564991982342,0.999989508679083
"FBtr0084197","MSTRG.10617","transcript","35646",0.022084026874286,0.999989508679083
"FBtr0111132","MSTRG.2609","transcript","8786",0.0224071987246665,0.999989508679083
"MSTRG.5305.1","MSTRG.5305","transcript","18064",0.0224271284338221,0.999989508679083
"MSTRG.4284.8","MSTRG.4284","transcript","14487",0.0228231761485791,0.999989508679083
"FBtr0344756","MSTRG.6301","transcript","21363",0.0228308038074123,0.999989508679083
"MSTRG.8306.2","MSTRG.8306","transcript","27849",0.0231179072369272,0.999989508679083
"MSTRG.680.9","MSTRG.680","transcript","2118",0.0231464161903042,0.999989508679083
"FBtr0077915","MSTRG.286","transcript","751",0.0232042597620292,0.999989508679083
"MSTRG.4724.8","MSTRG.4724","transcript","15941",0.0233452926048767,0.999989508679083
"MSTRG.14115.3","MSTRG.14115","transcript","48673",0.0234858922900172,0.999989508679083
"FBtr0306349","MSTRG.10502","transcript","35178",0.0241515653859444,0.999989508679083
"FBtr0273274","MSTRG.3495","transcript","11673",0.0242542505780539,0.999989508679083
"MSTRG.5439.1","MSTRG.5439","transcript","18435",0.0242925172726094,0.999989508679083
"MSTRG.11397.4","MSTRG.11397","transcript","38187",0.024321194963709,0.999989508679083
"MSTRG.12253.5","MSTRG.12253","transcript","41825",0.0243477546692445,0.999989508679083
"FBtr0078495","MSTRG.8245","transcript","27663",0.0244347235403647,0.999989508679083
"FBtr0078732","MSTRG.8693","transcript","29107",0.0244473977752721,0.999989508679083
